Scer_chrI	230218	145913	2445	189750	192194	2445	1	2445	2445	0.0	4516	100.00	2445	100.00	2445	0	0	0	1	1
Scer_chrI	230218	145905	2306	42870	45175	1	2306	2306	2306	0.0	4259	100.00	2306	100.00	2306	0	0	0	1	1
Scer_chrI	230218	145897	2194	167021	169214	2194	1	2194	2194	0.0	4052	100.00	2194	100.00	2194	0	0	0	1	1
Scer_chrI	230218	145855	1866	115137	117002	1	1866	1866	1866	0.0	3446	100.00	1866	100.00	1866	0	0	0	1	1
Scer_chrI	230218	145829	1729	106280	108008	1	1729	1729	1729	0.0	3193	100.00	1729	100.00	1729	0	0	0	1	1
Scer_chrI	230218	145825	1689	58538	60226	1689	1	1689	1689	0.0	3120	100.00	1689	100.00	1689	0	0	0	1	1
Scer_chrI	230218	145791	1581	37440	39020	1	1581	1581	1581	0.0	2920	100.00	1581	100.00	1581	0	0	0	1	1
Scer_chrI	230218	145763	1508	92716	94223	1	1508	1508	1508	0.0	2785	100.00	1508	100.00	1508	0	0	0	1	1
Scer_chrI	230218	145701	1386	31668	33053	1	1386	1386	1386	0.0	2560	100.00	1386	100.00	1386	0	0	0	1	1
Scer_chrI	230218	145651	1296	78191	79486	1296	1	1296	1293	0.0	2388	99.92	1295	99.92	1295	1	0	0	1	1
Scer_chrI	230218	145601	1244	83262	84505	1244	1	1244	1244	0.0	2298	100.00	1244	100.00	1244	0	0	0	1	1
Scer_chrI	230218	145593	1242	201771	203012	1242	1	1242	1242	0.0	2294	100.00	1242	100.00	1242	0	0	0	1	1
Scer_chrI	230218	145585	1234	192581	193814	1234	1	1234	1234	0.0	2279	100.00	1234	100.00	1234	0	0	0	1	1
Scer_chrI	230218	145567	1225	75099	76323	1	1225	1225	1225	0.0	2263	100.00	1225	100.00	1225	0	0	0	1	1
Scer_chrI	230218	145521	1200	218804	220003	1200	1	1200	1200	0.0	2217	100.00	1200	100.00	1200	0	0	0	1	1
Scer_chrI	230218	145521	1200	13089	13467	775	1179	405	215	3e-108	398	85.43	346	85.43	346	33	12	26	1	1
Scer_chrI	230218	145521	1200	204078	204355	1197	920	281	122	1e-56	226	81.49	229	81.49	229	46	4	6	1	1
Scer_chrI	230218	145521	1200	27016	27296	920	1200	282	116	3e-53	215	80.50	227	80.50	227	53	2	2	1	1
Scer_chrI	230218	145521	1200	206804	206935	811	680	132	108	9e-49	200	93.94	124	93.94	124	8	0	0	1	1
Scer_chrI	230218	145521	1200	12907	13036	680	812	133	95	2e-41	176	90.98	121	90.98	121	9	1	3	1	1
Scer_chrI	230218	145521	1200	25072	25201	680	812	133	92	7e-40	171	90.23	120	90.23	120	10	1	3	1	1
Scer_chrI	230218	145521	1200	206409	206511	1026	924	103	82	3e-34	152	93.20	96	93.20	96	7	0	0	1	1
Scer_chrI	230218	145521	1200	206004	206104	1026	926	101	74	7e-30	137	91.09	92	91.09	92	9	0	0	1	1
Scer_chrI	230218	145521	1200	205851	205971	1044	924	121	58	6e-21	108	82.64	100	82.64	100	21	0	0	1	1
Scer_chrI	230218	145505	1192	45795	46986	1	1192	1192	1192	0.0	2202	100.00	1192	100.00	1192	0	0	0	1	1
