# BUSCO version is: 5.4.3 
# The lineage dataset is: saccharomycetes_odb10 (Creation date: 2024-01-08, number of genomes: 76, number of BUSCOs: 2137)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
0at4891	Missing
6at4891	Missing
23at4891	Missing
42at4891	Missing
50at4891	Missing
61at4891	Missing
85at4891	Missing
86at4891	Missing
93at4891	Missing
95at4891	Missing
115at4891	Missing
145at4891	Missing
154at4891	Missing
170at4891	Missing
216at4891	Missing
227at4891	Missing
245at4891	Missing
274at4891	Missing
300at4891	Missing
331at4891	Missing
364at4891	Fragmented	141611	0	581	-	299.5	165	https://v10-1.orthodb.org/?query=364at4891	3-phosphoshikimate 1-carboxyvinyltransferase
365at4891	Missing
369at4891	Missing
394at4891	Missing
414at4891	Missing
419at4891	Missing
425at4891	Missing
431at4891	Missing
443at4891	Missing
455at4891	Missing
468at4891	Missing
469at4891	Missing
471at4891	Missing
510at4891	Missing
514at4891	Missing
515at4891	Missing
519at4891	Missing
528at4891	Missing
535at4891	Missing
540at4891	Missing
569at4891	Missing
578at4891	Missing
594at4891	Missing
630at4891	Missing
631at4891	Missing
652at4891	Missing
662at4891	Missing
665at4891	Missing
676at4891	Missing
692at4891	Missing
693at4891	Fragmented	145175	14	847	+	516.7	256	https://v10-1.orthodb.org/?query=693at4891	MAP kinase kinase kinase
695at4891	Missing
707at4891	Missing
721at4891	Missing
722at4891	Missing
730at4891	Missing
746at4891	Missing
751at4891	Missing
811at4891	Missing
845at4891	Missing
863at4891	Missing
869at4891	Missing
960at4891	Missing
962at4891	Missing
982at4891	Missing
986at4891	Missing
1006at4891	Missing
1011at4891	Missing
1037at4891	Missing
1038at4891	Missing
1088at4891	Missing
1099at4891	Missing
1120at4891	Missing
1180at4891	Missing
1186at4891	Missing
1220at4891	Missing
1221at4891	Missing
1226at4891	Missing
1228at4891	Missing
1240at4891	Missing
1243at4891	Missing
1266at4891	Missing
1283at4891	Missing
1299at4891	Missing
1312at4891	Fragmented	141933	47	598	+	296.4	162	https://v10-1.orthodb.org/?query=1312at4891	SMCs flexible hinge
1341at4891	Missing
1344at4891	Missing
1372at4891	Missing
1378at4891	Missing
1391at4891	Missing
1392at4891	Missing
1425at4891	Missing
1426at4891	Missing
1452at4891	Missing
1483at4891	Missing
1491at4891	Missing
1495at4891	Missing
1497at4891	Missing
1521at4891	Missing
1523at4891	Missing
1529at4891	Missing
1547at4891	Missing
1597at4891	Missing
1609at4891	Missing
1625at4891	Missing
1627at4891	Missing
1633at4891	Missing
1642at4891	Missing
1653at4891	Missing
1655at4891	Missing
1667at4891	Missing
1679at4891	Missing
1699at4891	Missing
1708at4891	Missing
1760at4891	Missing
1774at4891	Missing
1803at4891	Missing
1807at4891	Missing
1841at4891	Missing
1860at4891	Missing
1865at4891	Missing
1875at4891	Missing
1906at4891	Missing
1923at4891	Missing
1936at4891	Missing
1947at4891	Missing
1970at4891	Missing
1979at4891	Missing
2008at4891	Missing
2010at4891	Missing
2020at4891	Missing
2040at4891	Missing
2048at4891	Missing
2052at4891	Missing
2053at4891	Missing
2138at4891	Missing
2161at4891	Missing
2166at4891	Complete	145859	2	1888	-	992.7	545	https://v10-1.orthodb.org/?query=2166at4891	Cobalamin-independent methionine synthase
2167at4891	Missing
2171at4891	Missing
2180at4891	Missing
2193at4891	Missing
2203at4891	Missing
2212at4891	Missing
2307at4891	Missing
2368at4891	Missing
2373at4891	Missing
2385at4891	Missing
2413at4891	Missing
2421at4891	Missing
2432at4891	Missing
2446at4891	Missing
2456at4891	Missing
2459at4891	Missing
2471at4891	Missing
2483at4891	Missing
2485at4891	Missing
2499at4891	Missing
2515at4891	Missing
2531at4891	Missing
2534at4891	Missing
2539at4891	Missing
2543at4891	Missing
2548at4891	Missing
2549at4891	Missing
2564at4891	Missing
2565at4891	Missing
2568at4891	Missing
2611at4891	Missing
2618at4891	Missing
2630at4891	Missing
2640at4891	Missing
2706at4891	Missing
2716at4891	Missing
2724at4891	Missing
2754at4891	Missing
2784at4891	Fragmented	145377	2	1108	-	787.0	365	https://v10-1.orthodb.org/?query=2784at4891	Tryptophan synthase
2793at4891	Missing
2825at4891	Missing
2851at4891	Missing
2862at4891	Missing
2893at4891	Missing
2898at4891	Missing
2905at4891	Missing
2915at4891	Missing
2926at4891	Missing
2971at4891	Missing
2976at4891	Missing
2990at4891	Missing
2994at4891	Missing
3032at4891	Missing
3044at4891	Missing
3049at4891	Missing
3050at4891	Missing
3060at4891	Missing
3088at4891	Missing
3096at4891	Missing
3141at4891	Missing
3174at4891	Missing
3190at4891	Missing
3223at4891	Missing
3246at4891	Missing
3287at4891	Missing
3292at4891	Missing
3316at4891	Missing
3320at4891	Missing
3331at4891	Missing
3360at4891	Missing
3385at4891	Missing
3388at4891	Missing
3395at4891	Missing
3397at4891	Missing
3404at4891	Missing
3426at4891	Missing
3439at4891	Missing
3472at4891	Missing
3484at4891	Missing
3487at4891	Missing
3494at4891	Missing
3496at4891	Missing
3544at4891	Missing
3548at4891	Missing
3559at4891	Missing
3574at4891	Missing
3577at4891	Missing
3593at4891	Fragmented	145237	0	1046	-	485.8	318	https://v10-1.orthodb.org/?query=3593at4891	Glutamine amidotransferase type 2 domain
3596at4891	Missing
3606at4891	Fragmented	145301	241	942	+	445.8	211	https://v10-1.orthodb.org/?query=3606at4891	TFIID subunit TAF5, NTD2 domain
3616at4891	Missing
3680at4891	Missing
3764at4891	Missing
3773at4891	Fragmented	145329	0	1073	-	502.0	315	https://v10-1.orthodb.org/?query=3773at4891	Leucine-rich repeat
3798at4891	Fragmented	145555	0	1217	-	536.2	293	https://v10-1.orthodb.org/?query=3798at4891	Aconitase/3-isopropylmalate dehydratase large subunit, alpha/beta/alpha domain
3802at4891	Missing
3806at4891	Missing
3824at4891	Missing
3845at4891	Missing
3849at4891	Missing
3853at4891	Missing
3892at4891	Missing
3937at4891	Missing
3959at4891	Missing
3981at4891	Missing
3988at4891	Missing
4017at4891	Missing
4022at4891	Missing
4034at4891	Missing
4036at4891	Missing
4037at4891	Missing
4064at4891	Missing
4082at4891	Missing
4125at4891	Missing
4151at4891	Missing
4175at4891	Missing
4206at4891	Fragmented	145769	0	1415	-	800.7	427	https://v10-1.orthodb.org/?query=4206at4891	WD40 repeat
4254at4891	Missing
4259at4891	Missing
4263at4891	Missing
4279at4891	Missing
4281at4891	Missing
4310at4891	Missing
4316at4891	Missing
4322at4891	Missing
4326at4891	Missing
4330at4891	Missing
4336at4891	Missing
4348at4891	Missing
4350at4891	Missing
4356at4891	Missing
4360at4891	Missing
