Scer_chrM	85779	144459	844	79198	80041	1	844	844	844	0.0	1559	100.00	844	100.00	844	0	0	0	1	1
Scer_chrM	85779	143947	767	16267	17033	1	767	767	767	0.0	1417	100.00	767	100.00	767	0	0	0	1	1
Scer_chrM	85779	143321	697	13809	14502	1	694	694	694	0.0	1282	100.00	694	100.00	694	0	0	0	1	1
Scer_chrM	85779	140327	525	20472	20996	525	1	525	522	0.0	965	99.81	524	99.81	524	1	0	0	1	1
Scer_chrM	85779	137781	441	36530	36970	441	1	441	441	0.0	815	100.00	441	100.00	441	0	0	0	1	1
Scer_chrM	85779	134869	380	26132	26511	380	1	380	380	0.0	702	100.00	380	100.00	380	0	0	0	1	1
Scer_chrM	85779	133191	352	28809	29160	352	1	352	352	0.0	651	100.00	352	100.00	352	0	0	0	1	1
Scer_chrM	85779	131217	325	15487	15811	1	325	325	325	8e-170	601	100.00	325	100.00	325	0	0	0	1	1
Scer_chrM	85779	129753	304	61082	61385	304	1	304	304	4e-158	562	100.00	304	100.00	304	0	0	0	1	1
Scer_chrM	85779	129521	302	59781	60082	1	302	302	302	5e-157	558	100.00	302	100.00	302	0	0	0	1	1
Scer_chrM	85779	129205	298	61823	62120	298	1	298	298	8e-155	551	100.00	298	100.00	298	0	0	0	1	1
Scer_chrM	85779	128849	294	43344	43637	294	1	294	294	1e-152	544	100.00	294	100.00	294	0	0	0	1	1
Scer_chrM	85779	128469	289	74087	74375	1	289	289	289	8e-150	534	100.00	289	100.00	289	0	0	0	1	1
Scer_chrM	85779	127993	285	21996	22280	1	285	285	285	1e-147	527	100.00	285	100.00	285	0	0	0	1	1
Scer_chrM	85779	126533	270	18561	18830	270	1	270	270	3e-139	499	100.00	270	100.00	270	0	0	0	1	1
Scer_chrM	85779	124847	257	18235	18490	256	1	256	256	2e-131	473	100.00	256	100.00	256	0	0	0	1	1
Scer_chrM	85779	124441	254	59526	59779	1	254	254	254	2e-130	470	100.00	254	100.00	254	0	0	0	1	1
Scer_chrM	85779	124111	251	46714	46964	1	251	251	251	1e-128	464	100.00	251	100.00	251	0	0	0	1	1
Scer_chrM	85779	118637	217	23569	23785	217	1	217	217	9e-110	401	100.00	217	100.00	217	0	0	0	1	1
Scer_chrM	85779	117957	214	73721	73934	1	214	214	214	4e-108	396	100.00	214	100.00	214	0	0	0	1	1
Scer_chrM	85779	117899	213	17935	18147	213	1	213	213	1e-107	394	100.00	213	100.00	213	0	0	0	1	1
Scer_chrM	85779	117703	213	18808	19020	1	213	213	213	1e-107	394	100.00	213	100.00	213	0	0	0	1	1
Scer_chrM	85779	116523	207	16059	16265	207	1	207	207	3e-104	383	100.00	207	100.00	207	0	0	0	1	1
Scer_chrM	85779	119599	222	60764	60959	1	196	196	196	4e-98	363	100.00	196	100.00	196	0	0	0	1	1
Scer_chrM	85779	111853	190	18097	18286	190	1	190	190	9e-95	351	100.00	190	100.00	190	0	0	0	1	1
Scer_chrM	85779	115595	204	75133	75317	1	185	185	185	5e-92	342	100.00	185	100.00	185	0	0	0	1	1
