#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
9288:11014-13998     -            995 4326at4891           -            692         0 1075.0  45.1   1   6  1.4e-152  1.3e-150  499.8   1.3    17   282   122   394    95   403 0.93 -
9288:11014-13998     -            995 4326at4891           -            692         0 1075.0  45.1   2   6   1.4e-89   1.3e-87  291.6   0.0   272   418   415   561   409   570 0.96 -
9288:11014-13998     -            995 4326at4891           -            692         0 1075.0  45.1   3   6   1.5e-52   1.4e-50  169.2   5.6   416   569   583   753   575   779 0.88 -
9288:11014-13998     -            995 4326at4891           -            692         0 1075.0  45.1   4   6   1.3e-07   1.3e-05   20.6   0.3   549   586   771   810   751   816 0.72 -
9288:11014-13998     -            995 4326at4891           -            692         0 1075.0  45.1   5   6   1.5e-19   1.4e-17   60.1   3.6   576   634   823   885   812   894 0.87 -
9288:11014-13998     -            995 4326at4891           -            692         0 1075.0  45.1   6   6   3.9e-17   3.7e-15   52.1   7.8   630   692   916   993   910   993 0.86 -
8574:225-1685        -            487 4326at4891           -            692   1.1e-85  285.2   0.1   1   1     6e-85   5.8e-83  276.2   0.1    15   417    51   435    37   460 0.90 -
9692:867-3095        -            743 4326at4891           -            692   3.4e-78  260.5  19.6   1   2       1.9   1.8e+02   -3.0   0.2     7    31     6    30     3    34 0.80 -
9692:867-3095        -            743 4326at4891           -            692   3.4e-78  260.5  19.6   2   2   1.3e-79   1.3e-77  258.6  14.3    21   505   213   687   194   742 0.78 -
9678:2313-3881       -            523 4326at4891           -            692   7.5e-74  246.1   0.1   1   1   7.8e-76   7.5e-74  246.1   0.1    32   397   115   467    91   474 0.89 -
9718:45233-46525     -            431 4326at4891           -            692   1.3e-71  238.7   1.5   1   1   5.5e-72   5.2e-70  233.4   1.5    30   438     2   404     1   427 0.85 -
9568:558-1955        -            466 4326at4891           -            692   2.3e-69  231.3   1.1   1   2   1.8e-48   1.7e-46  155.7   0.2    14   238    10   233     5   251 0.94 -
9568:558-1955        -            466 4326at4891           -            692   2.3e-69  231.3   1.1   2   2   8.1e-24   7.7e-22   74.2   0.0   277   414   249   389   243   402 0.89 -
9684:21606-22841     -            412 4326at4891           -            692     7e-69  229.7   0.0   1   2     5e-43   4.8e-41  137.7   0.0    33   245    11   241     5   264 0.85 -
9684:21606-22841     -            412 4326at4891           -            692     7e-69  229.7   0.0   2   2   8.5e-29   8.2e-27   90.7   0.1   274   398   251   375   236   387 0.89 -
9130:94-2607         -            838 4326at4891           -            692   2.9e-68  227.7   0.1   1   1     3e-70   2.9e-68  227.7   0.1    32   399   245   624   223   633 0.86 -
8198:2644-4164       -            507 4326at4891           -            692   3.9e-68  227.2   0.0   1   1   1.8e-67   1.7e-65  218.5   0.0    30   397    99   465    80   479 0.87 -
9560:4401-5513       -            371 4326at4891           -            692   1.5e-66  222.0   2.0   1   1   2.4e-66   2.3e-64  214.8   2.0    32   412     2   366     1   370 0.92 -
9196:12113-13627     -            505 4326at4891           -            692   5.9e-65  216.7   0.1   1   2   4.9e-46   4.7e-44  147.6   0.4    12   246    23   265    15   284 0.86 -
9196:12113-13627     -            505 4326at4891           -            692   5.9e-65  216.7   0.1   2   2   1.8e-21   1.7e-19   66.4   0.0   288   402   288   403   283   410 0.92 -
7278:2-1102          -            367 4326at4891           -            692   9.6e-63  209.4   1.8   1   2   1.6e-34   1.5e-32  109.6   0.6    33   238     2   205     1   222 0.91 -
7278:2-1102          -            367 4326at4891           -            692   9.6e-63  209.4   1.8   2   2   1.6e-31   1.6e-29   99.6   0.0   268   412   217   361   206   365 0.91 -
