#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
8332:1885-4734       -            950 1699at4891           -            711         0 1197.8  28.9   1   3    5e-157    1e-154  513.4   9.8    24   305    83   391    62   400 0.92 -
8332:1885-4734       -            950 1699at4891           -            711         0 1197.8  28.9   2   3     6e-09   1.2e-06   24.0   0.0   299   353   425   510   397   519 0.69 -
8332:1885-4734       -            950 1699at4891           -            711         0 1197.8  28.9   3   3  3.3e-202  6.7e-200  662.8   8.2   363   711   570   933   521   933 0.97 -
7786:164-2557        -            798 1699at4891           -            711   4.1e-99  329.7   9.4   1   4   4.9e-24     1e-21   73.8   0.2    58   181     1   142     1   154 0.84 -
7786:164-2557        -            798 1699at4891           -            711   4.1e-99  329.7   9.4   2   4   7.5e-23   1.5e-20   69.9   0.5   191   325   181   315   176   327 0.71 -
7786:164-2557        -            798 1699at4891           -            711   4.1e-99  329.7   9.4   3   4      0.31        63   -1.5   0.0   348   367   499   518   494   533 0.83 -
7786:164-2557        -            798 1699at4891           -            711   4.1e-99  329.7   9.4   4   4   5.5e-59   1.1e-56  189.3   0.2   363   596   543   798   535   798 0.91 -
9658:130-3555        -           1142 1699at4891           -            711   1.4e-92  308.1  21.8   1   4   2.9e-10   5.9e-08   28.3   0.5    54   145   125   221   118   236 0.83 -
9658:130-3555        -           1142 1699at4891           -            711   1.4e-92  308.1  21.8   2   4   2.2e-25   4.6e-23   78.3   3.3   154   304   263   433   247   442 0.79 -
9658:130-3555        -           1142 1699at4891           -            711   1.4e-92  308.1  21.8   3   4       1.1   2.3e+02   -3.4   0.0   324   343   575   594   571   597 0.81 -
9658:130-3555        -           1142 1699at4891           -            711   1.4e-92  308.1  21.8   4   4   1.7e-65   3.5e-63  210.9   2.5   365   646   699  1006   692  1013 0.86 -
9400:15570-17426     -            619 1699at4891           -            711   2.4e-68  227.9   4.7   1   2   3.5e-39   7.1e-37  123.9   4.6    32   301    40   313    14   324 0.89 -
9400:15570-17426     -            619 1699at4891           -            711   2.4e-68  227.9   4.7   2   2   1.3e-32   2.7e-30  102.2   0.0   348   530   419   618   412   619 0.85 -
8988:6810-8666       -            619 1699at4891           -            711   6.8e-66  219.8   5.8   1   2   4.9e-37     1e-34  116.8   5.2    25   301    31   313     9   321 0.88 -
8988:6810-8666       -            619 1699at4891           -            711   6.8e-66  219.8   5.8   2   2   1.9e-32   3.9e-30  101.6   0.0   348   530   419   618   412   619 0.85 -
9524:6736-11079      -           1448 1699at4891           -            711   1.3e-27   93.3   3.5   1   3   2.6e-08   5.3e-06   21.9   0.8    96   303   541   778   454   825 0.69 -
9524:6736-11079      -           1448 1699at4891           -            711   1.3e-27   93.3   3.5   2   3    0.0061       1.3    4.1   0.0   378   407  1019  1048   996  1059 0.82 -
9524:6736-11079      -           1448 1699at4891           -            711   1.3e-27   93.3   3.5   3   3     1e-20   2.1e-18   62.9   0.0   420   604  1122  1298  1109  1350 0.83 -
