#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
9482:16915-21225     -           1437 569at4891            -            841         0 1094.5  31.0   1   8   6.2e-05     0.042    9.3   0.1    30    49     1    20     1    49 0.85 -
9482:16915-21225     -           1437 569at4891            -            841         0 1094.5  31.0   2   8     3e-34     2e-31  106.3   0.0    51   136    66   158    62   177 0.90 -
9482:16915-21225     -           1437 569at4891            -            841         0 1094.5  31.0   3   8   2.1e-05     0.014   10.8   0.0   135   161   190   216   179   262 0.89 -
9482:16915-21225     -           1437 569at4891            -            841         0 1094.5  31.0   4   8     0.013       8.5    1.6   0.0   173   204   468   499   463   525 0.73 -
9482:16915-21225     -           1437 569at4891            -            841         0 1094.5  31.0   5   8   2.2e-08   1.4e-05   20.7   0.1   172   237   564   635   553   651 0.81 -
9482:16915-21225     -           1437 569at4891            -            841         0 1094.5  31.0   6   8   1.2e-46   8.2e-44  147.2   0.4   228   349   662   792   647   809 0.89 -
9482:16915-21225     -           1437 569at4891            -            841         0 1094.5  31.0   7   8  2.5e-246  1.7e-243  807.8   4.7   346   824   815  1318   807  1332 0.93 -
9482:16915-21225     -           1437 569at4891            -            841         0 1094.5  31.0   8   8     0.005       3.4    2.9   0.9   826   841  1399  1414  1374  1414 0.91 -
9168:6746-10036      -           1097 569at4891            -            841  1.6e-102  341.4  15.4   1   4   3.1e-11   2.1e-08   30.1   0.1    17   152   133   299   117   305 0.79 -
9168:6746-10036      -           1097 569at4891            -            841  1.6e-102  341.4  15.4   2   4   3.1e-13   2.1e-10   36.7   0.0   236   342   371   490   346   503 0.82 -
9168:6746-10036      -           1097 569at4891            -            841  1.6e-102  341.4  15.4   3   4   6.9e-87   4.6e-84  280.4   2.0   351   795   523   967   509   980 0.88 -
9168:6746-10036      -           1097 569at4891            -            841  1.6e-102  341.4  15.4   4   4     0.042        28   -0.1   0.7   818   841  1059  1082  1037  1082 0.64 -
9616:8568-12968      -           1467 569at4891            -            841   5.1e-40  134.7   3.6   1   3   7.1e-05     0.047    9.1   0.0   239   294   611   666   603   680 0.89 -
9616:8568-12968      -           1467 569at4891            -            841   5.1e-40  134.7   3.6   2   3   3.9e-12   2.6e-09   33.1   0.0   415   459   840   884   831   897 0.85 -
9616:8568-12968      -           1467 569at4891            -            841   5.1e-40  134.7   3.6   3   3   4.8e-29   3.2e-26   89.0   2.8   496   801   900  1229   896  1241 0.84 -
9682:29247-35876     -           2210 569at4891            -            841     7e-08   28.4   0.2   1   4     0.017        11    1.2   0.0   218   245   299   326   169   334 0.91 -
9682:29247-35876     -           2210 569at4891            -            841     7e-08   28.4   0.2   2   4   1.4e-05    0.0096   11.4   0.0   238   302   348   412   344   420 0.89 -
9682:29247-35876     -           2210 569at4891            -            841     7e-08   28.4   0.2   3   4   0.00013     0.087    8.2   0.0   517   602   802   885   793   906 0.86 -
9682:29247-35876     -           2210 569at4891            -            841     7e-08   28.4   0.2   4   4     0.014       9.6    1.4   0.0   569   635  1839  1906  1820  1934 0.71 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /home/jj/Desktop/Bioinformatics/3rd_year/1term/Computational_genomics/Seminars/exercise_04/busco_downloads/lineages/saccharomycetes_odb10/hmms/569at4891.hmm
# Target file:     /home/jj/Desktop/Bioinformatics/3rd_year/1term/Computational_genomics/Seminars/exercise_04/./busco/SRR6130428/SRR6130428_k63_contigs/run_saccharomycetes_odb10/metaeuk_output/initial_results/SRR6130428_k63_graph.contig.fa.modified.fas
# Option settings: hmmsearch --domtblout /home/jj/Desktop/Bioinformatics/3rd_year/1term/Computational_genomics/Seminars/exercise_04/./busco/SRR6130428/SRR6130428_k63_contigs/run_saccharomycetes_odb10/hmmer_output/initial_run_results/569at4891.out --cpu 1 /home/jj/Desktop/Bioinformatics/3rd_year/1term/Computational_genomics/Seminars/exercise_04/busco_downloads/lineages/saccharomycetes_odb10/hmms/569at4891.hmm /home/jj/Desktop/Bioinformatics/3rd_year/1term/Computational_genomics/Seminars/exercise_04/./busco/SRR6130428/SRR6130428_k63_contigs/run_saccharomycetes_odb10/metaeuk_output/initial_results/SRR6130428_k63_graph.contig.fa.modified.fas 
# Current dir:     /home/jj/Desktop/Bioinformatics/3rd_year/1term/Computational_genomics/Seminars/exercise_04
# Date:            Tue Nov  5 18:39:07 2024
# [ok]
