#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
9668:8663-12541      -           1293 2052at4891           -            952         0 1141.1  32.6   1   4   5.8e-71     6e-69  230.1   4.6     1   252     1   321     1   335 0.81 -
9668:8663-12541      -           1293 2052at4891           -            952         0 1141.1  32.6   2   4   1.4e-27   1.4e-25   86.6   0.1   236   340   339   463   324   527 0.79 -
9668:8663-12541      -           1293 2052at4891           -            952         0 1141.1  32.6   3   4   2.7e-98   2.8e-96  320.6   1.0   356   592   529   796   510   806 0.87 -
9668:8663-12541      -           1293 2052at4891           -            952         0 1141.1  32.6   4   4  1.1e-157  1.2e-155  517.1   7.9   596   944   826  1204   810  1211 0.90 -
8436:656-1654        -            333 2052at4891           -            952   5.3e-11   38.4   0.3   1   4     0.012       1.2    4.0   0.0   120   167    10    55     5    62 0.77 -
8436:656-1654        -            333 2052at4891           -            952   5.3e-11   38.4   0.3   2   4   6.7e-05    0.0069   11.5   0.1   125   186    65   124    46   152 0.83 -
8436:656-1654        -            333 2052at4891           -            952   5.3e-11   38.4   0.3   3   4   3.6e-07   3.7e-05   19.0   0.1   113   189   219   294   190   311 0.80 -
8436:656-1654        -            333 2052at4891           -            952   5.3e-11   38.4   0.3   4   4      0.68        70   -1.7   0.0   119   142   309   332   295   333 0.86 -
8974:7891-10245      -            785 2052at4891           -            952   7.6e-08   27.9   3.1   1   3   5.3e-05    0.0055   11.8   0.1   114   186    59   131    16   148 0.86 -
8974:7891-10245      -            785 2052at4891           -            952   7.6e-08   27.9   3.1   2   3     0.017       1.8    3.5   0.0   147   189   270   313   221   325 0.77 -
8974:7891-10245      -            785 2052at4891           -            952   7.6e-08   27.9   3.1   3   3   6.7e-05    0.0069   11.5   0.1   119   228   611   733   602   746 0.68 -
9126:8755-11505      -            917 2052at4891           -            952   1.2e-07   27.3   2.5   1   3   1.3e-05    0.0013   13.9   0.2   118   187   150   221   136   227 0.83 -
9126:8755-11505      -            917 2052at4891           -            952   1.2e-07   27.3   2.5   2   3   0.00027     0.028    9.5   0.0    99   189   326   419   293   439 0.71 -
9126:8755-11505      -            917 2052at4891           -            952   1.2e-07   27.3   2.5   3   3     0.099        10    1.0   0.0   116   143   474   502   442   513 0.74 -
9078:8616-9581       -            322 2052at4891           -            952   1.6e-07   26.8   0.8   1   4   1.7e-06   0.00017   16.8   0.0   120   187    61   134    34   141 0.83 -
9078:8616-9581       -            322 2052at4891           -            952   1.6e-07   26.8   0.8   2   4   2.2e-05    0.0023   13.1   0.3   120   197   110   190   100   200 0.82 -
9078:8616-9581       -            322 2052at4891           -            952   1.6e-07   26.8   0.8   3   4   0.00095     0.098    7.7   0.2   115   188   150   227   139   241 0.70 -
9078:8616-9581       -            322 2052at4891           -            952   1.6e-07   26.8   0.8   4   4     0.066       6.8    1.6   0.0   129   194   211   283   202   295 0.74 -
9674:12257-13606     -            450 2052at4891           -            952   7.7e-07   24.6   2.9   1   2     1e-06   0.00011   17.5   1.0    80   187    76   192    67   203 0.74 -
9674:12257-13606     -            450 2052at4891           -            952   7.7e-07   24.6   2.9   2   2    0.0018      0.18    6.8   0.0   120   228   210   318   195   333 0.72 -
9618:271-3099        -            943 2052at4891           -            952     3e-06   22.6  10.3   1   5      0.23        24   -0.2   0.0   118   185    83   149    77   158 0.65 -
9618:271-3099        -            943 2052at4891           -            952     3e-06   22.6  10.3   2   5   0.00051     0.052    8.6   0.2    96   235   139   280   132   286 0.71 -
9618:271-3099        -            943 2052at4891           -            952     3e-06   22.6  10.3   3   5       1.4   1.4e+02   -2.8   0.2   101   129   334   362   330   370 0.87 -
9618:271-3099        -            943 2052at4891           -            952     3e-06   22.6  10.3   4   5     0.041       4.2    2.3   0.0    48   142   392   501   380   509 0.56 -
9618:271-3099        -            943 2052at4891           -            952     3e-06   22.6  10.3   5   5   1.3e-05    0.0014   13.8   0.4   118   190   577   648   552   685 0.83 -
9636:17731-18642     -            304 2052at4891           -            952   1.6e-05   20.2   0.7   1   2   0.00054     0.055    8.5   0.0   110   232    72   192    26   204 0.65 -
9636:17731-18642     -            304 2052at4891           -            952   1.6e-05   20.2   0.7   2   2   0.00024     0.025    9.7   0.5   118   191   212   285   197   302 0.75 -
8822:7585-8277       -            231 2052at4891           -            952   3.5e-05   19.1   0.0   1   3    0.0026      0.27    6.2   0.0   120   190     4    73     2    90 0.81 -
8822:7585-8277       -            231 2052at4891           -            952   3.5e-05   19.1   0.0   2   3      0.45        47   -1.2   0.0   121   142    88   110    79   113 0.81 -
8822:7585-8277       -            231 2052at4891           -            952   3.5e-05   19.1   0.0   3   3   0.00025     0.026    9.6   0.0   118   173   135   199   125   218 0.68 -
9464:9138-11090      -            651 2052at4891           -            952   3.8e-05   19.0   0.0   1   1   5.3e-07   5.5e-05   18.5   0.0   127   193   154   218   140   225 0.83 -
9312:6422-7318       -            299 2052at4891           -            952   4.2e-05   18.8   0.0   1   2   6.6e-06   0.00068   14.8   0.0   118   227    44   151    12   160 0.76 -
9312:6422-7318       -            299 2052at4891           -            952   4.2e-05   18.8   0.0   2   2     0.057       5.9    1.8   0.0   117   144   176   204   161   219 0.78 -
9508:19799-20617     -            273 2052at4891           -            952   4.5e-05   18.7   1.9   1   3      0.07       7.2    1.5   0.0   132   190     2    57     1    76 0.72 -
9508:19799-20617     -            273 2052at4891           -            952   4.5e-05   18.7   1.9   2   3   0.00012     0.012   10.7   1.5   116   187    66   135    29   144 0.63 -
9508:19799-20617     -            273 2052at4891           -            952   4.5e-05   18.7   1.9   3   3    0.0074      0.76    4.7   0.0    96   142   213   262   208   271 0.86 -
8478:1944-3398       -            485 2052at4891           -            952   0.00035   15.8   1.0   1   1   1.1e-05    0.0012   14.1   1.0    74   190   253   381   219   400 0.60 -
9354:16449-16934     -            162 2052at4891           -            952    0.0004   15.6   0.5   1   2     0.032       3.3    2.6   0.1   260   303     8    52     2    97 0.44 -
9354:16449-16934     -            162 2052at4891           -            952    0.0004   15.6   0.5   2   2   3.5e-05    0.0036   12.4   0.2    99   166    89   156    81   160 0.74 -
9676:9212-10057      -            282 2052at4891           -            952    0.0004   15.6   0.1   1   2     0.022       2.3    3.2   0.0   128   238    16   132    10   144 0.67 -
9676:9212-10057      -            282 2052at4891           -            952    0.0004   15.6   0.1   2   2   0.00012     0.012   10.7   0.1   123   186   160   229   140   274 0.82 -
9460:7157-8695       -            513 2052at4891           -            952   0.00045   15.4   0.0   1   2   0.00026     0.027    9.5   0.0    99   188    62   156    53   177 0.74 -
9460:7157-8695       -            513 2052at4891           -            952   0.00045   15.4   0.0   2   2     0.019         2    3.4   0.0   126   189   181   242   172   285 0.81 -
9724:2093-15713      -            205 2052at4891           -            952    0.0006   15.0   0.0   1   1   6.8e-06    0.0007   14.8   0.0    89   229    27   159    17   183 0.77 -
9112:7248-8249       -            334 2052at4891           -            952   0.00073   14.7   0.2   1   2      0.08       8.2    1.3   0.0   120   153     2    35     1    59 0.76 -
9112:7248-8249       -            334 2052at4891           -            952   0.00073   14.7   0.2   2   2   6.1e-05    0.0063   11.6   0.0   111   195    97   180    82   292 0.80 -
9680:19363-20697     -            445 2052at4891           -            952   0.00076   14.7   0.3   1   2   0.00053     0.055    8.5   0.2   125   202   145   221   136   255 0.73 -
9680:19363-20697     -            445 2052at4891           -            952   0.00076   14.7   0.3   2   2     0.012       1.3    4.0   0.0   119   229   265   372   233   418 0.70 -
9128:10043-12433     -            797 2052at4891           -            952    0.0032   12.6   0.0   1   3      0.24        25   -0.3   0.0    99   142   451   494   438   511 0.84 -
9128:10043-12433     -            797 2052at4891           -            952    0.0032   12.6   0.0   2   3    0.0023      0.24    6.4   0.0   120   186   531   596   523   603 0.80 -
9128:10043-12433     -            797 2052at4891           -            952    0.0032   12.6   0.0   3   3     0.059         6    1.8   0.0   108   188   645   725   602   739 0.61 -
8240:671-1900        -            410 2052at4891           -            952    0.0052   11.9   0.0   1   2   0.00024     0.024    9.7   0.0   264   338   155   231   138   251 0.69 -
8240:671-1900        -            410 2052at4891           -            952    0.0052   11.9   0.0   2   2      0.47        48   -1.2   0.0   115   143   249   277   240   321 0.67 -
9494:18928-19965     -            346 2052at4891           -            952    0.0061   11.7   0.0   1   2     0.002       0.2    6.7   0.0   265   339     5    81     1   143 0.85 -
9494:18928-19965     -            346 2052at4891           -            952    0.0061   11.7   0.0   2   2     0.022       2.2    3.2   0.0   269   327   195   253   167   264 0.90 -
9522:17732-18610     -            293 2052at4891           -            952    0.0062   11.7   0.0   1   2      0.44        45   -1.1   0.0   127   145    28    46    14   119 0.63 -
9522:17732-18610     -            293 2052at4891           -            952    0.0062   11.7   0.0   2   2   0.00019      0.02   10.0   0.0   127   231   152   249   139   261 0.82 -
9670:4414-5802       -            463 2052at4891           -            952    0.0069   11.5   0.0   1   2    0.0013      0.13    7.2   0.0    99   186   328   423   316   432 0.75 -
9670:4414-5802       -            463 2052at4891           -            952    0.0069   11.5   0.0   2   2     0.045       4.6    2.1   0.0   116   141   438   463   427   463 0.91 -
9658:5110-5880       -            257 2052at4891           -            952     0.011   10.8   0.0   1   1   0.00013     0.014   10.5   0.0   243   340    44   144    16   156 0.80 -
7766:159-1877        -            573 2052at4891           -            952     0.036    9.1   0.0   1   1   0.00051     0.052    8.6   0.0   118   190   240   313   226   352 0.75 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /home/jj/Desktop/Bioinformatics/3rd_year/1term/Computational_genomics/Seminars/exercise_04/busco_downloads/lineages/saccharomycetes_odb10/hmms/2052at4891.hmm
# Target file:     /home/jj/Desktop/Bioinformatics/3rd_year/1term/Computational_genomics/Seminars/exercise_04/./busco/SRR6130428/SRR6130428_k63_contigs/run_saccharomycetes_odb10/metaeuk_output/initial_results/SRR6130428_k63_graph.contig.fa.modified.fas
