#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
9322:7193-15208      -           2672 93at4891             -           1561         0 2040.2  58.4   1   6     0.084        38   -1.1   0.0    10    46   280   316   276   325 0.68 -
9322:7193-15208      -           2672 93at4891             -           1561         0 2040.2  58.4   2   6   0.00032      0.14    6.9   1.9    32    97   326   391   310   411 0.82 -
9322:7193-15208      -           2672 93at4891             -           1561         0 2040.2  58.4   3   6         0         0 2008.0  39.3   138  1496   740  2363   730  2381 0.87 -
9322:7193-15208      -           2672 93at4891             -           1561         0 2040.2  58.4   4   6   8.3e-06    0.0037   12.2   0.0  1441  1518  2387  2485  2383  2491 0.65 -
9322:7193-15208      -           2672 93at4891             -           1561         0 2040.2  58.4   5   6   3.5e-06    0.0016   13.4   0.0  1520  1545  2522  2547  2506  2556 0.85 -
9322:7193-15208      -           2672 93at4891             -           1561         0 2040.2  58.4   6   6     0.011       5.1    1.8   0.1  1537  1561  2631  2663  2608  2663 0.85 -
8276:239-3370        -           1044 93at4891             -           1561   9.1e-32  107.0   2.7   1   1   2.9e-34   1.3e-31  106.5   2.7   583   858    49   327     8   337 0.84 -
9636:3986-7117       -           1044 93at4891             -           1561   1.6e-30  102.8   1.5   1   1   5.4e-33   2.4e-30  102.3   1.5   592   858    58   327    12   335 0.87 -
9614:16867-20454     -           1196 93at4891             -           1561   1.3e-09   33.5   0.2   1   1   5.1e-12   2.3e-09   32.8   0.2   579   852   179   460   171   474 0.86 -
7968:95-2848         -            918 93at4891             -           1561   5.1e-05   18.3   0.1   1   3      0.22        99   -2.5   0.1   588   634   284   330   241   339 0.66 -
7968:95-2848         -            918 93at4891             -           1561   5.1e-05   18.3   0.1   2   3   1.5e-06   0.00069   14.6   0.0   641   760   399   521   391   531 0.85 -
7968:95-2848         -            918 93at4891             -           1561   5.1e-05   18.3   0.1   3   3     0.038        17    0.0   0.0   470   513   529   574   519   619 0.81 -
9196:7652-10519      -            956 93at4891             -           1561    0.0031   12.4   1.3   1   5      0.18        80   -2.2   0.0   600   665   202   264   190   276 0.74 -
9196:7652-10519      -            956 93at4891             -           1561    0.0031   12.4   1.3   2   5     0.056        25   -0.5   0.0   637   730   274   365   256   371 0.76 -
9196:7652-10519      -            956 93at4891             -           1561    0.0031   12.4   1.3   3   5     0.016         7    1.3   0.0   862   961   503   605   493   619 0.70 -
9196:7652-10519      -            956 93at4891             -           1561    0.0031   12.4   1.3   4   5    0.0091         4    2.1   0.0  1075  1157   669   741   662   746 0.74 -
9196:7652-10519      -            956 93at4891             -           1561    0.0031   12.4   1.3   5   5    0.0045         2    3.1   0.0   900   961   781   842   744   846 0.83 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /home/jj/Desktop/Bioinformatics/3rd_year/1term/Computational_genomics/Seminars/exercise_04/busco_downloads/lineages/saccharomycetes_odb10/hmms/93at4891.hmm
# Target file:     /home/jj/Desktop/Bioinformatics/3rd_year/1term/Computational_genomics/Seminars/exercise_04/./busco/SRR6130428/SRR6130428_k63_contigs/run_saccharomycetes_odb10/metaeuk_output/initial_results/SRR6130428_k63_graph.contig.fa.modified.fas
# Option settings: hmmsearch --domtblout /home/jj/Desktop/Bioinformatics/3rd_year/1term/Computational_genomics/Seminars/exercise_04/./busco/SRR6130428/SRR6130428_k63_contigs/run_saccharomycetes_odb10/hmmer_output/initial_run_results/93at4891.out --cpu 1 /home/jj/Desktop/Bioinformatics/3rd_year/1term/Computational_genomics/Seminars/exercise_04/busco_downloads/lineages/saccharomycetes_odb10/hmms/93at4891.hmm /home/jj/Desktop/Bioinformatics/3rd_year/1term/Computational_genomics/Seminars/exercise_04/./busco/SRR6130428/SRR6130428_k63_contigs/run_saccharomycetes_odb10/metaeuk_output/initial_results/SRR6130428_k63_graph.contig.fa.modified.fas 
# Current dir:     /home/jj/Desktop/Bioinformatics/3rd_year/1term/Computational_genomics/Seminars/exercise_04
# Date:            Tue Nov  5 18:39:32 2024
# [ok]
