#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
9114:3218-6328       -           1037 1597at4891           -            721         0 1141.7  71.1   1   3  3.8e-114  3.8e-112  373.1  34.1     1   241    39   309    39   327 0.89 -
9114:3218-6328       -           1037 1597at4891           -            721         0 1141.7  71.1   2   3  1.3e-122  1.3e-120  401.1   0.2   242   473   394   635   353   659 0.90 -
9114:3218-6328       -           1037 1597at4891           -            721         0 1141.7  71.1   3   3  4.5e-114  4.5e-112  372.9  23.9   475   711   756  1008   748  1017 0.94 -
9014:6925-8652       -            576 1597at4891           -            721   1.2e-67  226.0  13.6   1   3   9.5e-08   9.4e-06   21.4   0.1   251   281    16    46     6    54 0.85 -
9014:6925-8652       -            576 1597at4891           -            721   1.2e-67  226.0  13.6   2   3   1.2e-52   1.2e-50  169.8   0.0   293   484    84   276    68   305 0.91 -
9014:6925-8652       -            576 1597at4891           -            721   1.2e-67  226.0  13.6   3   3   1.1e-12   1.1e-10   37.7   7.2   476   679   314   535   286   572 0.79 -
9610:22238-23902     -            555 1597at4891           -            721     1e-62  209.7   3.4   1   2   4.8e-50   4.7e-48  161.2   0.0   245   472    47   288    19   301 0.88 -
9610:22238-23902     -            555 1597at4891           -            721     1e-62  209.7   3.4   2   2   3.2e-14   3.1e-12   42.8   7.0   477   607   337   467   329   548 0.82 -
9620:5231-6853       -            541 1597at4891           -            721   3.5e-61  204.6   4.4   1   2   7.1e-51     7e-49  164.0   0.0   229   471    10   266     1   278 0.87 -
9620:5231-6853       -            541 1597at4891           -            721   3.5e-61  204.6   4.4   2   2   2.5e-12   2.4e-10   36.6   6.7   473   606   312   445   305   528 0.81 -
9438:9506-11200      -            565 1597at4891           -            721   1.7e-55  185.9   7.2   1   2   1.5e-46   1.5e-44  149.7   0.0   246   472    27   267     8   279 0.88 -
9438:9506-11200      -            565 1597at4891           -            721   1.7e-55  185.9   7.2   2   2   1.6e-10   1.5e-08   30.6  10.6   478   651   317   508   307   535 0.73 -
9434:3226-4854       -            543 1597at4891           -            721   2.9e-52  175.2   7.1   1   2   3.8e-49   3.7e-47  158.3   0.0   237   468    32   277    19   295 0.87 -
