#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
9670:24743-29038     -           1432 13280at4891          -           1051         0 1018.1  49.6   1   3   1.8e-52   6.7e-50  167.3  14.6     2   262     4   350     3   354 0.76 -
9670:24743-29038     -           1432 13280at4891          -           1051         0 1018.1  49.6   2   3  3.4e-136  1.3e-133  444.4   8.5   253   652   412   888   404   896 0.84 -
9670:24743-29038     -           1432 13280at4891          -           1051         0 1018.1  49.6   3   3  4.8e-128  1.8e-125  417.5  10.6   637  1051   899  1419   893  1419 0.83 -
9050:5212-7047       -            612 13280at4891          -           1051     1e-10   37.5   0.2   1   2    0.0023      0.87    4.7   0.0   806   864   355   412   315   421 0.72 -
9050:5212-7047       -            612 13280at4891          -           1051     1e-10   37.5   0.2   2   2   3.1e-11   1.2e-08   30.7   0.0   504   582   463   547   460   587 0.84 -
9520:14273-16186     -            638 13280at4891          -           1051   1.8e-10   36.7   1.7   1   3   0.00032      0.12    7.5   0.0   728   782   152   206   141   218 0.89 -
9520:14273-16186     -            638 13280at4891          -           1051   1.8e-10   36.7   1.7   2   3   8.6e-09   3.3e-06   22.6   0.0   668   781   339   456   280   471 0.81 -
9520:14273-16186     -            638 13280at4891          -           1051   1.8e-10   36.7   1.7   3   3    0.0034       1.3    4.1   0.3   318   361   544   588   539   616 0.78 -
9718:40228-42108     -            627 13280at4891          -           1051   5.3e-10   35.2   6.0   1   4     0.069        27   -0.2   0.2   811   855   226   270   181   296 0.76 -
9718:40228-42108     -            627 13280at4891          -           1051   5.3e-10   35.2   6.0   2   4   5.3e-06     0.002   13.4   0.1   510   560   410   460   400   461 0.93 -
9718:40228-42108     -            627 13280at4891          -           1051   5.3e-10   35.2   6.0   3   4   5.3e-07    0.0002   16.7   0.0   504   543   438   477   436   479 0.94 -
9718:40228-42108     -            627 13280at4891          -           1051   5.3e-10   35.2   6.0   4   4   4.5e-06    0.0017   13.6   0.1   517   565   485   533   480   599 0.81 -
8782:64-1173         -            370 13280at4891          -           1051   3.1e-07   26.0   0.3   1   3      0.23        90   -2.0   0.0   690   711    65    86    24   131 0.57 -
8782:64-1173         -            370 13280at4891          -           1051   3.1e-07   26.0   0.3   2   3   8.9e-08   3.4e-05   19.3   0.1   675   770   154   254   147   301 0.87 -
8782:64-1173         -            370 13280at4891          -           1051   3.1e-07   26.0   0.3   3   3    0.0044       1.7    3.7   0.0   513   561   303   351   292   353 0.87 -
9674:16904-19615     -            904 13280at4891          -           1051   4.3e-05   18.9   0.5   1   2     0.054        21    0.1   0.0   413   440   552   579   524   584 0.88 -
9674:16904-19615     -            904 13280at4891          -           1051   4.3e-05   18.9   0.5   2   2   7.8e-07    0.0003   16.2   0.4   691   783   621   719   603   733 0.83 -
9358:12758-14626     -            623 13280at4891          -           1051   8.8e-05   17.9   0.5   1   3     0.053        20    0.1   0.0   512   561   119   167   103   193 0.60 -
9358:12758-14626     -            623 13280at4891          -           1051   8.8e-05   17.9   0.5   2   3   0.00035      0.13    7.4   0.0   725   781   392   448   354   471 0.74 -
9358:12758-14626     -            623 13280at4891          -           1051   8.8e-05   17.9   0.5   3   3    0.0007      0.27    6.4   0.1   281   364   486   576   474   607 0.70 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /home/jj/Desktop/Bioinformatics/3rd_year/1term/Computational_genomics/Seminars/exercise_04/busco_downloads/lineages/saccharomycetes_odb10/hmms/13280at4891.hmm
# Target file:     /home/jj/Desktop/Bioinformatics/3rd_year/1term/Computational_genomics/Seminars/exercise_04/./busco/SRR6130428/SRR6130428_k63_contigs/run_saccharomycetes_odb10/metaeuk_output/initial_results/SRR6130428_k63_graph.contig.fa.modified.fas
# Option settings: hmmsearch --domtblout /home/jj/Desktop/Bioinformatics/3rd_year/1term/Computational_genomics/Seminars/exercise_04/./busco/SRR6130428/SRR6130428_k63_contigs/run_saccharomycetes_odb10/hmmer_output/initial_run_results/13280at4891.out --cpu 1 /home/jj/Desktop/Bioinformatics/3rd_year/1term/Computational_genomics/Seminars/exercise_04/busco_downloads/lineages/saccharomycetes_odb10/hmms/13280at4891.hmm /home/jj/Desktop/Bioinformatics/3rd_year/1term/Computational_genomics/Seminars/exercise_04/./busco/SRR6130428/SRR6130428_k63_contigs/run_saccharomycetes_odb10/metaeuk_output/initial_results/SRR6130428_k63_graph.contig.fa.modified.fas 
# Current dir:     /home/jj/Desktop/Bioinformatics/3rd_year/1term/Computational_genomics/Seminars/exercise_04
# Date:            Tue Nov  5 18:37:21 2024
# [ok]
