#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
9616:8568-12968      -           1467 1037at4891           -            939         0 1327.1  19.9   1   3   1.2e-07   8.3e-05   17.9   1.1     5    35    46    76    42    92 0.78 -
9616:8568-12968      -           1467 1037at4891           -            939         0 1327.1  19.9   2   3         0         0 1281.7   9.4    49   911   349  1407   329  1412 0.86 -
9616:8568-12968      -           1467 1037at4891           -            939         0 1327.1  19.9   3   3   2.7e-10   1.8e-07   26.7   0.0   904   939  1428  1463  1418  1463 0.89 -
9168:6746-10036      -           1097 1037at4891           -            939   4.5e-55  184.3   3.9   1   2      0.03        20    0.1   0.0   167   208   258   300   105   306 0.68 -
9168:6746-10036      -           1097 1037at4891           -            939   4.5e-55  184.3   3.9   2   2   6.3e-56   4.2e-53  177.8   2.2   247   779   372   975   339  1007 0.74 -
9482:16915-21225     -           1437 1037at4891           -            939   2.8e-30  102.2   6.1   1   2   1.1e-13   7.2e-11   38.0   0.5   237   475   661   927   642   943 0.63 -
9482:16915-21225     -           1437 1037at4891           -            939   2.8e-30  102.2   6.1   2   2   1.1e-21   7.3e-19   64.5   0.8   487   777   978  1295   969  1321 0.79 -
9682:29247-35876     -           2210 1037at4891           -            939   4.8e-05   18.7   0.0   1   2   1.7e-05     0.011   10.9   0.0   512   566   813   867   801   881 0.87 -
9682:29247-35876     -           2210 1037at4891           -            939   4.8e-05   18.7   0.0   2   2     0.001      0.67    5.0   0.0   621   715   965  1067   929  1107 0.70 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /home/jj/Desktop/Bioinformatics/3rd_year/1term/Computational_genomics/Seminars/exercise_04/busco_downloads/lineages/saccharomycetes_odb10/hmms/1037at4891.hmm
# Target file:     /home/jj/Desktop/Bioinformatics/3rd_year/1term/Computational_genomics/Seminars/exercise_04/./busco/SRR6130428/SRR6130428_k63_contigs/run_saccharomycetes_odb10/metaeuk_output/initial_results/SRR6130428_k63_graph.contig.fa.modified.fas
# Option settings: hmmsearch --domtblout /home/jj/Desktop/Bioinformatics/3rd_year/1term/Computational_genomics/Seminars/exercise_04/./busco/SRR6130428/SRR6130428_k63_contigs/run_saccharomycetes_odb10/hmmer_output/initial_run_results/1037at4891.out --cpu 1 /home/jj/Desktop/Bioinformatics/3rd_year/1term/Computational_genomics/Seminars/exercise_04/busco_downloads/lineages/saccharomycetes_odb10/hmms/1037at4891.hmm /home/jj/Desktop/Bioinformatics/3rd_year/1term/Computational_genomics/Seminars/exercise_04/./busco/SRR6130428/SRR6130428_k63_contigs/run_saccharomycetes_odb10/metaeuk_output/initial_results/SRR6130428_k63_graph.contig.fa.modified.fas 
# Current dir:     /home/jj/Desktop/Bioinformatics/3rd_year/1term/Computational_genomics/Seminars/exercise_04
# Date:            Tue Nov  5 18:37:05 2024
# [ok]
