#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
9206:2109-6836       -           1576 693at4891            -            845         0 1035.4  51.8   1   5   8.8e-81   2.1e-79  264.9  22.9     2   365   380   881   379   929 0.78 -
9206:2109-6836       -           1576 693at4891            -            845         0 1035.4  51.8   2   5   5.4e-05    0.0013   14.2   0.0   359   390   960   991   944  1005 0.81 -
9206:2109-6836       -           1576 693at4891            -            845         0 1035.4  51.8   3   5   8.7e-52     2e-50  169.0   4.9   372   542  1004  1198   992  1209 0.82 -
9206:2109-6836       -           1576 693at4891            -            845         0 1035.4  51.8   4   5  2.4e-116  5.7e-115  382.5   2.2   536   736  1215  1422  1199  1427 0.93 -
9206:2109-6836       -           1576 693at4891            -            845         0 1035.4  51.8   5   5   2.4e-64   5.8e-63  210.5   0.2   731   845  1450  1567  1427  1567 0.90 -
9370:13593-17402     -           1270 693at4891            -            845  1.3e-296  983.5  42.8   1   3   3.5e-70   8.3e-69  229.8  25.1     4   365    94   589    91   648 0.76 -
9370:13593-17402     -           1270 693at4891            -            845  1.3e-296  983.5  42.8   2   3       0.1       2.4    3.3   0.0   359   391   672   704   657   711 0.78 -
9370:13593-17402     -           1270 693at4891            -            845  1.3e-296  983.5  42.8   3   3  6.9e-224  1.6e-222  738.3  10.3   377   845   723  1265   714  1265 0.84 -
9724:42501-46928     -           1476 693at4891            -            845   4.3e-76  253.9   0.1   1   1   2.9e-77   6.7e-76  253.3   0.1   578   835  1173  1439  1125  1447 0.88 -
9696:23411-25501     -            697 693at4891            -            845   1.6e-73  245.4   4.5   1   3    0.0061      0.14    7.4   1.2   213   349    36   174    14   234 0.74 -
9696:23411-25501     -            697 693at4891            -            845   1.6e-73  245.4   4.5   2   3   1.5e-10   3.6e-09   32.5   0.0   579   616   394   431   379   434 0.91 -
9696:23411-25501     -            697 693at4891            -            845   1.6e-73  245.4   4.5   3   3   1.1e-62   2.5e-61  205.1   0.0   617   837   472   693   461   696 0.93 -
8792:3540-5258       -            573 693at4891            -            845   6.1e-60  200.5   0.0   1   1   3.4e-61     8e-60  200.1   0.0   577   842   299   559   274   562 0.91 -
8274:2342-3058       -            239 693at4891            -            845   2.8e-55  185.1   0.0   1   1   1.3e-56   3.1e-55  184.9   0.0   585   831     2   239     1   239 0.92 -
9558:17836-18582     -            249 693at4891            -            845   4.3e-53  177.8   0.0   1   1     2e-54   4.8e-53  177.7   0.0   585   833     2   247     1   249 0.89 -
8772:6932-7705       -            258 693at4891            -            845   4.2e-48  161.3   0.1   1   1   2.4e-49   5.5e-48  160.9   0.1   581   779     6   201     3   204 0.95 -
9026:3240-4322       -            361 693at4891            -            845   4.2e-47  158.0   0.0   1   1   2.2e-48   5.3e-47  157.7   0.0   581   838   104   356    88   360 0.89 -
8588:5598-6413       -            272 693at4891            -            845   2.1e-46  155.7   0.0   1   1     1e-47   2.4e-46  155.5   0.0   584   782    16   211     7   269 0.91 -
9284:13564-14592     -            343 693at4891            -            845     6e-46  154.2   0.0   1   1   3.7e-47   8.6e-46  153.7   0.0   580   838    33   305    24   312 0.86 -
9442:11388-12206     -            273 693at4891            -            845   1.2e-45  153.2   0.0   1   1   5.9e-47   1.4e-45  153.0   0.0   586   840     1   253     1   258 0.91 -
9526:4843-6750       -            636 693at4891            -            845   1.6e-45  152.8   0.0   1   1   9.4e-47   2.2e-45  152.3   0.0   586   842   334   597   320   600 0.87 -
9652:9845-11956      -            704 693at4891            -            845   1.8e-45  152.7   0.0   1   1   1.1e-46   2.6e-45  152.1   0.0   579   836    81   337    57   340 0.90 -
9680:14913-17372     -            820 693at4891            -            845   2.5e-45  152.2   0.0   1   1   1.8e-46   4.3e-45  151.4   0.0   584   837   202   467   187   470 0.88 -
9714:25935-26888     -            318 693at4891            -            845   5.4e-45  151.1   0.0   1   1   2.9e-46   6.7e-45  150.7   0.0   584   837    16   279    13   285 0.89 -
9220:8467-9282       -            272 693at4891            -            845   6.8e-45  150.7   0.0   1   1   3.4e-46     8e-45  150.5   0.0   586   837     9   271     5   272 0.85 -
8586:248-1081        -            278 693at4891            -            845   6.9e-45  150.7   0.0   1   1   3.6e-46   8.5e-45  150.4   0.0   582   836    18   278     8   278 0.89 -
9582:21971-22969     -            333 693at4891            -            845   1.5e-44  149.6   0.0   1   1   7.8e-46   1.8e-44  149.3   0.0   580   840     8   276     2   281 0.89 -
9332:9525-11471      -            649 693at4891            -            845   1.9e-44  149.2   0.2   1   1   1.2e-45   2.9e-44  148.6   0.2   603   832   395   630   392   638 0.86 -
9576:4640-5464       -            275 693at4891            -            845   4.3e-44  148.1   0.0   1   1   2.2e-45   5.1e-44  147.8   0.0   583   837    14   274     8   275 0.90 -
9352:14667-17009     -            781 693at4891            -            845   4.3e-44  148.1   0.1   1   1   2.5e-45   5.8e-44  147.6   0.1   603   835   528   764   493   769 0.87 -
9082:7406-8569       -            388 693at4891            -            845   7.9e-44  147.2   0.2   1   2    0.0027     0.064    8.5   0.0   580   611     4    35     2    42 0.93 -
9082:7406-8569       -            388 693at4891            -            845   7.9e-44  147.2   0.2   2   2   5.1e-42   1.2e-40  136.7   0.0   626   838    84   294    68   300 0.90 -
8018:2579-3376       -            266 693at4891            -            845   1.3e-43  146.4   0.0   1   1   6.3e-45   1.5e-43  146.3   0.0   584   781    11   205     4   265 0.87 -
9568:2563-4101       -            513 693at4891            -            845   9.2e-43  143.7   0.1   1   1   5.8e-44   1.4e-42  143.1   0.1   586   838   197   468   190   472 0.85 -
9270:2604-3470       -            289 693at4891            -            845   1.3e-42  143.2   0.0   1   1   6.5e-44   1.5e-42  142.9   0.0   583   838    16   282     5   289 0.81 -
