#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
9558:3944-15178      -           3745 6at4891              -           2851         0 4252.1 141.7   1   9   1.1e-19   7.4e-17   56.8   0.5     1    89    53   159    53   164 0.84 -
9558:3944-15178      -           3745 6at4891              -           2851         0 4252.1 141.7   2   9  2.6e-119  1.7e-116  387.4   4.3    87   344   213   497   205   511 0.91 -
9558:3944-15178      -           3745 6at4891              -           2851         0 4252.1 141.7   3   9    6e-194    4e-191  635.0  12.0   348   769   579  1054   574  1064 0.90 -
9558:3944-15178      -           3745 6at4891              -           2851         0 4252.1 141.7   4   9   5.5e-09   3.7e-06   21.3   0.5   749   793  1074  1118  1064  1127 0.83 -
9558:3944-15178      -           3745 6at4891              -           2851         0 4252.1 141.7   5   9  2.9e-143  1.9e-140  466.8  16.9   817  1278  1195  1725  1181  1741 0.80 -
9558:3944-15178      -           3745 6at4891              -           2851         0 4252.1 141.7   6   9     0.073        49   -2.3   0.0  1213  1234  1795  1816  1776  1829 0.83 -
9558:3944-15178      -           3745 6at4891              -           2851         0 4252.1 141.7   7   9   1.4e-62   9.1e-60  199.2   8.1  1227  1403  1847  2047  1823  2054 0.89 -
9558:3944-15178      -           3745 6at4891              -           2851         0 4252.1 141.7   8   9  8.2e-139  5.5e-136  452.1  13.2  1382  1761  2070  2501  2059  2521 0.86 -
9558:3944-15178      -           3745 6at4891              -           2851         0 4252.1 141.7   9   9         0         0 2071.9  32.0  1741  2851  2538  3738  2529  3738 0.94 -
9716:33871-36801     -            977 6at4891              -           2851   2.5e-20   68.3   0.1   1   1   1.3e-22   8.8e-20   66.5   0.1  2309  2807   375   885   323   911 0.72 -
9458:13242-16670     -           1143 6at4891              -           2851   3.7e-20   67.8   0.2   1   2      0.24   1.6e+02   -4.0   4.8  1820  2066    10   249     1   268 0.75 -
9458:13242-16670     -           1143 6at4891              -           2851   3.7e-20   67.8   0.2   2   2   5.5e-23   3.7e-20   67.8   0.2  2278  2807   515  1051   491  1060 0.73 -
9682:21958-25107     -           1050 6at4891              -           2851    0.0021   12.2   0.0   1   1   4.5e-06     0.003   11.7   0.0  2670  2761   861   956   857  1014 0.79 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /home/jj/Desktop/Bioinformatics/3rd_year/1term/Computational_genomics/Seminars/exercise_04/busco_downloads/lineages/saccharomycetes_odb10/hmms/6at4891.hmm
# Target file:     /home/jj/Desktop/Bioinformatics/3rd_year/1term/Computational_genomics/Seminars/exercise_04/./busco/SRR6130428/SRR6130428_k63_contigs/run_saccharomycetes_odb10/metaeuk_output/initial_results/SRR6130428_k63_graph.contig.fa.modified.fas
# Option settings: hmmsearch --domtblout /home/jj/Desktop/Bioinformatics/3rd_year/1term/Computational_genomics/Seminars/exercise_04/./busco/SRR6130428/SRR6130428_k63_contigs/run_saccharomycetes_odb10/hmmer_output/initial_run_results/6at4891.out --cpu 1 /home/jj/Desktop/Bioinformatics/3rd_year/1term/Computational_genomics/Seminars/exercise_04/busco_downloads/lineages/saccharomycetes_odb10/hmms/6at4891.hmm /home/jj/Desktop/Bioinformatics/3rd_year/1term/Computational_genomics/Seminars/exercise_04/./busco/SRR6130428/SRR6130428_k63_contigs/run_saccharomycetes_odb10/metaeuk_output/initial_results/SRR6130428_k63_graph.contig.fa.modified.fas 
# Current dir:     /home/jj/Desktop/Bioinformatics/3rd_year/1term/Computational_genomics/Seminars/exercise_04
# Date:            Tue Nov  5 18:39:18 2024
# [ok]
