#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
8986:231-6620        -           2130 300at4891            -            881         0 1277.0  35.2   1   6   9.9e-73     3e-70  234.7   0.4    13   211   690   918   679   924 0.89 -
8986:231-6620        -           2130 300at4891            -            881         0 1277.0  35.2   2   6   0.00023     0.068    8.5   0.0   200   233   934   968   922   978 0.83 -
8986:231-6620        -           2130 300at4891            -            881         0 1277.0  35.2   3   6   1.4e-98   4.3e-96  320.2   3.5   231   495  1038  1357  1029  1389 0.87 -
8986:231-6620        -           2130 300at4891            -            881         0 1277.0  35.2   4   6   2.8e-09   8.2e-07   24.8   0.1   490   538  1495  1559  1485  1566 0.78 -
8986:231-6620        -           2130 300at4891            -            881         0 1277.0  35.2   5   6   1.9e-36   5.5e-34  114.7   0.1   528   611  1664  1747  1642  1752 0.88 -
8986:231-6620        -           2130 300at4891            -            881         0 1277.0  35.2   6   6  2.3e-179  6.8e-177  587.5   6.9   603   881  1834  2124  1824  2124 0.96 -
9408:10813-12420     -            536 300at4891            -            881   4.1e-26   88.6   0.0   1   1   2.2e-28   6.4e-26   88.0   0.0    14   182   199   392   194   405 0.83 -
9724:3123-4772       -            550 300at4891            -            881   1.2e-11   40.8   0.0   1   1   5.2e-14   1.6e-11   40.4   0.0    19   164   197   356   179   412 0.78 -
8422:149-1816        -            556 300at4891            -            881     2e-11   40.1   0.2   1   1     1e-13     3e-11   39.4   0.2    20   187   199   385   182   412 0.83 -
9346:9674-11257      -            528 300at4891            -            881   3.7e-10   35.8   0.9   1   1   1.9e-12   5.6e-10   35.2   0.9    14   157   188   347   178   382 0.79 -
9484:12411-13991     -            527 300at4891            -            881   3.8e-09   32.5   0.0   1   1   2.1e-11   6.4e-09   31.7   0.0    19   161   191   344   172   380 0.81 -
9458:5789-7447       -            553 300at4891            -            881   4.5e-09   32.3   0.0   1   1   2.2e-11   6.4e-09   31.7   0.0    19   185   213   397   195   423 0.78 -
7806:793-2430        -            546 300at4891            -            881   7.6e-07   24.9   0.0   1   1   3.7e-09   1.1e-06   24.3   0.0    15   156   189   350   178   392 0.79 -
8646:1335-3038       -            568 300at4891            -            881   7.3e-06   21.6   0.0   1   1   3.6e-08   1.1e-05   21.1   0.0    20   141   206   338   196   365 0.79 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /home/jj/Desktop/Bioinformatics/3rd_year/1term/Computational_genomics/Seminars/exercise_04/busco_downloads/lineages/saccharomycetes_odb10/hmms/300at4891.hmm
# Target file:     /home/jj/Desktop/Bioinformatics/3rd_year/1term/Computational_genomics/Seminars/exercise_04/./busco/SRR6130428/SRR6130428_k63_contigs/run_saccharomycetes_odb10/metaeuk_output/initial_results/SRR6130428_k63_graph.contig.fa.modified.fas
# Option settings: hmmsearch --domtblout /home/jj/Desktop/Bioinformatics/3rd_year/1term/Computational_genomics/Seminars/exercise_04/./busco/SRR6130428/SRR6130428_k63_contigs/run_saccharomycetes_odb10/hmmer_output/initial_run_results/300at4891.out --cpu 1 /home/jj/Desktop/Bioinformatics/3rd_year/1term/Computational_genomics/Seminars/exercise_04/busco_downloads/lineages/saccharomycetes_odb10/hmms/300at4891.hmm /home/jj/Desktop/Bioinformatics/3rd_year/1term/Computational_genomics/Seminars/exercise_04/./busco/SRR6130428/SRR6130428_k63_contigs/run_saccharomycetes_odb10/metaeuk_output/initial_results/SRR6130428_k63_graph.contig.fa.modified.fas 
# Current dir:     /home/jj/Desktop/Bioinformatics/3rd_year/1term/Computational_genomics/Seminars/exercise_04
# Date:            Tue Nov  5 18:38:28 2024
# [ok]
