#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
9200:6060-11027      -           1656 468at4891            -            982         0 1567.6  25.0   1   4   8.8e-51   1.8e-48  162.6   0.1     1    93   136   228   136   246 0.95 -
9200:6060-11027      -           1656 468at4891            -            982         0 1567.6  25.0   2   4  1.6e-131  3.4e-129  429.8   3.4    83   340   294   598   280   608 0.87 -
9200:6060-11027      -           1656 468at4891            -            982         0 1567.6  25.0   3   4   7.5e-58   1.5e-55  186.0   0.4   339   507   702   891   688   905 0.84 -
9200:6060-11027      -           1656 468at4891            -            982         0 1567.6  25.0   4   4  2.4e-243  4.8e-241  800.0   3.9   476   981   984  1540   977  1541 0.91 -
8816:1608-5588       -           1327 468at4891            -            982  1.8e-222  738.5  11.4   1   2  1.2e-115  2.5e-113  377.2   3.9     3   464   183   719   181   723 0.78 -
8816:1608-5588       -           1327 468at4891            -            982  1.8e-222  738.5  11.4   2   2  1.6e-111  3.3e-109  363.6   0.8   509   864   723  1096   718  1112 0.89 -
8814:3804-7595       -           1264 468at4891            -            982  9.2e-203  673.3  18.4   1   5   2.8e-17   5.8e-15   51.6   0.1     2    91    30   119    29   134 0.94 -
8814:3804-7595       -           1264 468at4891            -            982  9.2e-203  673.3  18.4   2   5   4.4e-62   9.1e-60  200.0   0.2    85   335   235   534   228   548 0.75 -
8814:3804-7595       -           1264 468at4891            -            982  9.2e-203  673.3  18.4   3   5   2.5e-25   5.1e-23   78.3   0.0   361   464   606   724   587   726 0.84 -
8814:3804-7595       -           1264 468at4891            -            982  9.2e-203  673.3  18.4   4   5   2.1e-45   4.3e-43  144.8   0.6   504   635   727   859   723   867 0.94 -
8814:3804-7595       -           1264 468at4891            -            982  9.2e-203  673.3  18.4   5   5   2.2e-64   4.5e-62  207.6   1.3   651   874   909  1137   890  1171 0.94 -
9226:9435-13241      -           1269 468at4891            -            982  4.8e-198  657.7  21.5   1   5   1.3e-16   2.6e-14   49.5   0.1     3    92    30   119    28   132 0.94 -
9226:9435-13241      -           1269 468at4891            -            982  4.8e-198  657.7  21.5   2   5   7.5e-62   1.5e-59  199.2   1.7    86   335   242   540   236   554 0.75 -
9226:9435-13241      -           1269 468at4891            -            982  4.8e-198  657.7  21.5   3   5   1.6e-24   3.3e-22   75.6   0.0   361   464   612   730   594   732 0.84 -
9226:9435-13241      -           1269 468at4891            -            982  4.8e-198  657.7  21.5   4   5     1e-44   2.1e-42  142.5   0.5   503   634   730   862   728   870 0.94 -
9226:9435-13241      -           1269 468at4891            -            982  4.8e-198  657.7  21.5   5   5   8.6e-63   1.8e-60  202.3   0.9   651   870   913  1137   897  1147 0.94 -
9202:7436-10885      -           1150 468at4891            -            982  2.7e-155  516.1  19.3   1   2     1e-80   2.1e-78  261.6   3.9     2   465   169   678   168   684 0.82 -
9202:7436-10885      -           1150 468at4891            -            982  2.7e-155  516.1  19.3   2   2     2e-80   4.2e-78  260.6   7.5   518   920   685  1098   678  1138 0.83 -
7786:164-2557        -            798 468at4891            -            982   2.3e-19   66.2   1.9   1   6    0.0036      0.74    4.9   0.0    81   116    40    75    34    93 0.85 -
7786:164-2557        -            798 468at4891            -            982   2.3e-19   66.2   1.9   2   6   3.1e-08   6.3e-06   21.7   0.5   207   325   183   290   176   315 0.83 -
7786:164-2557        -            798 468at4891            -            982   2.3e-19   66.2   1.9   3   6      0.18        38   -0.7   0.0   833   868   341   376   338   395 0.90 -
7786:164-2557        -            798 468at4891            -            982   2.3e-19   66.2   1.9   4   6       1.4   2.8e+02   -3.6   0.0   420   455   432   469   424   473 0.69 -
7786:164-2557        -            798 468at4891            -            982   2.3e-19   66.2   1.9   5   6   4.5e-08   9.2e-06   21.2   0.0   554   616   526   588   492   611 0.77 -
7786:164-2557        -            798 468at4891            -            982   2.3e-19   66.2   1.9   6   6     3e-05    0.0062   11.8   0.0   683   769   633   723   628   751 0.78 -
8332:1885-4734       -            950 468at4891            -            982     1e-17   60.7   5.5   1   5   9.6e-05      0.02   10.2   0.1    93   229   171   311   160   341 0.71 -
8332:1885-4734       -            950 468at4891            -            982     1e-17   60.7   5.5   2   5   5.5e-07   0.00011   17.6   0.1   296   353   359   418   345   439 0.73 -
8332:1885-4734       -            950 468at4891            -            982     1e-17   60.7   5.5   3   5      0.03       6.1    1.9   0.1   424   477   472   525   464   546 0.68 -
8332:1885-4734       -            950 468at4891            -            982     1e-17   60.7   5.5   4   5   1.7e-06   0.00036   15.9   0.0   563   616   562   615   543   620 0.89 -
8332:1885-4734       -            950 468at4891            -            982     1e-17   60.7   5.5   5   5   1.5e-05     0.003   12.9   0.0   682   750   651   722   622   753 0.77 -
9524:6736-11079      -           1448 468at4891            -            982   3.7e-16   55.6   1.6   1   5      0.34        70   -1.6   0.0    94   190   551   649   544   728 0.67 -
9524:6736-11079      -           1448 468at4891            -            982   3.7e-16   55.6   1.6   2   5       1.7   3.5e+02   -3.9   0.0   299   316   751   768   742   770 0.80 -
9524:6736-11079      -           1448 468at4891            -            982   3.7e-16   55.6   1.6   3   5   0.00012     0.025    9.8   0.0   422   466   906   952   893   958 0.78 -
9524:6736-11079      -           1448 468at4891            -            982   3.7e-16   55.6   1.6   4   5   4.9e-10     1e-07   27.7   0.0   564   640   991  1066   965  1112 0.84 -
9524:6736-11079      -           1448 468at4891            -            982   3.7e-16   55.6   1.6   5   5   5.5e-06    0.0011   14.3   0.0   679   733  1134  1191  1106  1246 0.82 -
9658:130-3555        -           1142 468at4891            -            982   1.7e-14   50.1   8.7   1   5   4.8e-05    0.0098   11.2   0.0    87   139   175   225   157   244 0.82 -
9658:130-3555        -           1142 468at4891            -            982   1.7e-14   50.1   8.7   2   5   0.00023     0.048    8.9   0.0   296   320   402   426   385   452 0.87 -
9658:130-3555        -           1142 468at4891            -            982   1.7e-14   50.1   8.7   3   5      0.13        27   -0.2   0.1   422   462   577   623   563   666 0.71 -
9658:130-3555        -           1142 468at4891            -            982   1.7e-14   50.1   8.7   4   5   5.5e-08   1.1e-05   20.9   0.0   569   623   695   749   675   762 0.90 -
9658:130-3555        -           1142 468at4891            -            982   1.7e-14   50.1   8.7   5   5   0.00022     0.045    9.0   0.0   683   730   782   834   774   848 0.80 -
9188:3639-7265       -           1209 468at4891            -            982   6.1e-09   31.7   0.1   1   3     0.018       3.6    2.7   0.4    84   141   256   321   210   510 0.55 -
9188:3639-7265       -           1209 468at4891            -            982   6.1e-09   31.7   0.1   2   3     0.027       5.6    2.1   0.0   420   463   569   612   550   619 0.89 -
9188:3639-7265       -           1209 468at4891            -            982   6.1e-09   31.7   0.1   3   3   1.8e-07   3.7e-05   19.2   0.0   557   726   644   830   621   842 0.63 -
9400:15570-17426     -            619 468at4891            -            982     3e-08   29.4   1.7   1   5     0.089        18    0.3   0.1    90   127   114   151    94   159 0.60 -
9400:15570-17426     -            619 468at4891            -            982     3e-08   29.4   1.7   2   5   0.00029      0.06    8.6   0.0   294   327   283   317   270   335 0.82 -
9400:15570-17426     -            619 468at4891            -            982     3e-08   29.4   1.7   3   5   0.00025     0.051    8.8   0.0   385   464   318   406   309   423 0.75 -
