#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
8468:228-2921        -            898 2485at4891           -            605         0 1052.5   4.3   1   3   3.8e-10   5.4e-08   28.7   0.0    15    53   127   179   114   186 0.71 -
8468:228-2921        -            898 2485at4891           -            605         0 1052.5   4.3   2   3     3e-18   4.3e-16   55.5   0.0    61   101   257   297   242   303 0.90 -
8468:228-2921        -            898 2485at4891           -            605         0 1052.5   4.3   3   3  2.9e-294  4.1e-292  967.1   1.6    95   605   328   898   323   898 0.92 -
8868:6377-9133       -            919 2485at4891           -            605  1.7e-133  443.2   3.3   1   1  1.3e-133  1.9e-131  436.5   3.3    59   559   246   812   229   823 0.81 -
9668:13505-16684     -           1060 2485at4891           -            605   6.1e-88  292.8   5.2   1   2   1.2e-11   1.6e-09   33.8   0.2    74   154   276   350   264   371 0.83 -
9668:13505-16684     -           1060 2485at4891           -            605   6.1e-88  292.8   5.2   2   2   2.5e-80   3.6e-78  260.5   1.0   187   554   423   803   399   814 0.86 -
9478:9393-10808      -            472 2485at4891           -            605   3.3e-79  264.0   1.2   1   1   3.9e-81   5.5e-79  263.2   1.2    75   536     8   466     3   470 0.85 -
8522:2428-3828       -            467 2485at4891           -            605   2.1e-78  261.3   1.5   1   1   2.2e-80   3.1e-78  260.7   1.5    75   534     9   465     3   467 0.84 -
8266:1277-2740       -            488 2485at4891           -            605     5e-76  253.4   0.7   1   1   7.3e-78     1e-75  252.4   0.7    97   534    31   482     7   486 0.83 -
8598:1664-6067       -           1468 2485at4891           -            605   3.1e-75  250.8   0.2   1   1   3.7e-77   5.2e-75  250.1   0.2    96   532   395   843   368   858 0.82 -
9524:2031-3488       -            486 2485at4891           -            605   8.5e-75  249.4   1.9   1   1     9e-77   1.3e-74  248.8   1.9    75   534    11   481     6   484 0.80 -
9286:260-4795        -           1512 2485at4891           -            605   6.5e-73  243.1   4.7   1   2   2.7e-39   3.9e-37  125.0   0.3    67   367   686  1002   666  1033 0.78 -
9286:260-4795        -           1512 2485at4891           -            605   6.5e-73  243.1   4.7   2   2   1.2e-37   1.7e-35  119.5   0.6   374   552  1232  1411  1205  1416 0.90 -
9388:8422-11754      -           1111 2485at4891           -            605   1.8e-71  238.4   7.3   1   2   1.8e-36   2.6e-34  115.7   0.1    78   342   563   825   550   847 0.77 -
9388:8422-11754      -           1111 2485at4891           -            605   1.8e-71  238.4   7.3   2   2   3.3e-39   4.6e-37  124.7   2.9   361   541   912  1094   891  1108 0.87 -
9608:672-6272        -           1867 2485at4891           -            605   8.2e-69  229.6   3.8   1   2       0.6        84   -1.6   0.0   348   367   513   532   494   548 0.78 -
9608:672-6272        -           1867 2485at4891           -            605   8.2e-69  229.6   3.8   2   2   6.2e-70   8.7e-68  226.2   2.2    73   552  1270  1800  1251  1814 0.75 -
9218:4287-6836       -            850 2485at4891           -            605   1.5e-68  228.7   2.8   1   3   1.2e-37   1.8e-35  119.5   0.7    71   350   104   381    93   386 0.86 -
9218:4287-6836       -            850 2485at4891           -            605   1.5e-68  228.7   2.8   2   3    0.0096       1.4    4.3   0.0   342   363   399   420   388   431 0.83 -
9218:4287-6836       -            850 2485at4891           -            605   1.5e-68  228.7   2.8   3   3   1.1e-32   1.6e-30  103.2   0.1   383   532   698   848   681   850 0.90 -
8998:8116-10485      -            790 2485at4891           -            605   8.5e-43  143.7   1.2   1   3     2e-21   2.9e-19   66.0   0.0    72   257   181   369   111   386 0.75 -
8998:8116-10485      -            790 2485at4891           -            605   8.5e-43  143.7   1.2   2   3      0.56        79   -1.5   0.0   344   424   436   512   411   522 0.73 -
8998:8116-10485      -            790 2485at4891           -            605   8.5e-43  143.7   1.2   3   3   3.3e-24   4.6e-22   75.2   0.2   381   552   614   788   564   790 0.83 -
9394:14111-16210     -            700 2485at4891           -            605   2.7e-42  142.0   5.5   1   3   1.7e-12   2.4e-10   36.5   0.1    75   198    29   143    19   148 0.81 -
9394:14111-16210     -            700 2485at4891           -            605   2.7e-42  142.0   5.5   2   3   1.8e-12   2.5e-10   36.5   0.1   207   308   191   292   185   372 0.88 -
9394:14111-16210     -            700 2485at4891           -            605   2.7e-42  142.0   5.5   3   3   9.2e-23   1.3e-20   70.4   0.2   385   534   528   681   495   692 0.83 -
9290:14028-15248     -            407 2485at4891           -            605   3.8e-37  125.0   4.4   1   2   0.00019     0.027    9.9   0.2   298   345     2    50     1    83 0.83 -
9290:14028-15248     -            407 2485at4891           -            605   3.8e-37  125.0   4.4   2   2   8.5e-37   1.2e-34  116.8   0.7   380   534   151   307    94   319 0.87 -
9020:946-4440        -           1165 2485at4891           -            605   4.2e-34  115.0   9.7   1   3    0.0008      0.11    7.9   0.0    93   118   519   544   507   572 0.80 -
9020:946-4440        -           1165 2485at4891           -            605   4.2e-34  115.0   9.7   2   3   2.7e-11   3.8e-09   32.5   0.8   132   382   583   865   571   893 0.61 -
9020:946-4440        -           1165 2485at4891           -            605   4.2e-34  115.0   9.7   3   3     1e-24   1.5e-22   76.8   0.7   383   552   987  1164   932  1165 0.84 -
7940:2-1333          -            444 2485at4891           -            605   3.6e-32  108.6   0.1   1   1   3.5e-34   4.9e-32  108.1   0.1    66   310   192   441   178   444 0.82 -
9556:3333-7874       -           1514 2485at4891           -            605   6.4e-19   64.8   4.1   1   2   1.2e-07   1.7e-05   20.5   0.2    95   178   347   446   343   530 0.77 -
9556:3333-7874       -           1514 2485at4891           -            605   6.4e-19   64.8   4.1   2   2     6e-15   8.5e-13   44.6   0.3   373   521  1305  1459  1278  1472 0.81 -
7674:805-1767        -            321 2485at4891           -            605    0.0042   12.6   3.3   1   1     4e-05    0.0056   12.2   3.3   333   433    19   124     2   133 0.73 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /home/jj/Desktop/Bioinformatics/3rd_year/1term/Computational_genomics/Seminars/exercise_04/busco_downloads/lineages/saccharomycetes_odb10/hmms/2485at4891.hmm
# Target file:     /home/jj/Desktop/Bioinformatics/3rd_year/1term/Computational_genomics/Seminars/exercise_04/./busco/SRR6130428/SRR6130428_k63_contigs/run_saccharomycetes_odb10/metaeuk_output/initial_results/SRR6130428_k63_graph.contig.fa.modified.fas
# Option settings: hmmsearch --domtblout /home/jj/Desktop/Bioinformatics/3rd_year/1term/Computational_genomics/Seminars/exercise_04/./busco/SRR6130428/SRR6130428_k63_contigs/run_saccharomycetes_odb10/hmmer_output/initial_run_results/2485at4891.out --cpu 1 /home/jj/Desktop/Bioinformatics/3rd_year/1term/Computational_genomics/Seminars/exercise_04/busco_downloads/lineages/saccharomycetes_odb10/hmms/2485at4891.hmm /home/jj/Desktop/Bioinformatics/3rd_year/1term/Computational_genomics/Seminars/exercise_04/./busco/SRR6130428/SRR6130428_k63_contigs/run_saccharomycetes_odb10/metaeuk_output/initial_results/SRR6130428_k63_graph.contig.fa.modified.fas 
# Current dir:     /home/jj/Desktop/Bioinformatics/3rd_year/1term/Computational_genomics/Seminars/exercise_04
# Date:            Tue Nov  5 18:38:09 2024
# [ok]
