#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
9590:586-4899        -           1438 6740at4891           -            950         0 1016.8  33.1   1   5  2.8e-189  1.5e-186  619.4   4.3    10   400   103   524    81   534 0.92 -
9590:586-4899        -           1438 6740at4891           -            950         0 1016.8  33.1   2   5     0.059        32   -0.5   0.9   580   622   521   561   513   570 0.43 -
9590:586-4899        -           1438 6740at4891           -            950         0 1016.8  33.1   3   5   8.1e-49   4.3e-46  154.6   0.1   388   580   568   808   564   812 0.83 -
9590:586-4899        -           1438 6740at4891           -            950         0 1016.8  33.1   4   5   8.5e-72   4.5e-69  230.6   7.2   579   867   834  1191   815  1195 0.81 -
9590:586-4899        -           1438 6740at4891           -            950         0 1016.8  33.1   5   5   1.2e-08   6.5e-06   21.6   0.1   877   944  1324  1414  1301  1435 0.78 -
8200:163-3537        -           1125 6740at4891           -            950  1.2e-144  480.7  25.7   1   2    1e-108  5.5e-106  352.8  14.3    12   580    39   701    31   705 0.82 -
8200:163-3537        -           1125 6740at4891           -            950  1.2e-144  480.7  25.7   2   2   1.7e-38   9.3e-36  120.4   3.6   573   826   718  1029   707  1091 0.70 -
9686:13588-16956     -           1123 6740at4891           -            950  1.1e-132  441.2  24.6   1   2  4.8e-100   2.6e-97  324.1  14.6    14   580    51   711    42   720 0.82 -
9686:13588-16956     -           1123 6740at4891           -            950  1.1e-132  441.2  24.6   2   2   4.7e-36   2.5e-33  112.3   2.2   573   849   726  1076   713  1098 0.69 -
8836:747-3173        -            809 6740at4891           -            950   5.3e-09   31.8   0.1   1   1   1.4e-11   7.5e-09   31.3   0.1   741   825     5    94     3   103 0.82 -
9100:8393-11794      -           1134 6740at4891           -            950     2e-08   29.9   0.9   1   3     0.014       7.3    1.6   0.1   740   797    18    74    12    87 0.63 -
9100:8393-11794      -           1134 6740at4891           -            950     2e-08   29.9   0.9   2   3      0.16        84   -2.0   0.0   589   648   398   460   379   504 0.49 -
9100:8393-11794      -           1134 6740at4891           -            950     2e-08   29.9   0.9   3   3   7.4e-10     4e-07   25.6   0.0   738   827   493   591   476   597 0.78 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /home/jj/Desktop/Bioinformatics/3rd_year/1term/Computational_genomics/Seminars/exercise_04/busco_downloads/lineages/saccharomycetes_odb10/hmms/6740at4891.hmm
# Target file:     /home/jj/Desktop/Bioinformatics/3rd_year/1term/Computational_genomics/Seminars/exercise_04/./busco/SRR6130428/SRR6130428_k63_contigs/run_saccharomycetes_odb10/metaeuk_output/initial_results/SRR6130428_k63_graph.contig.fa.modified.fas
# Option settings: hmmsearch --domtblout /home/jj/Desktop/Bioinformatics/3rd_year/1term/Computational_genomics/Seminars/exercise_04/./busco/SRR6130428/SRR6130428_k63_contigs/run_saccharomycetes_odb10/hmmer_output/initial_run_results/6740at4891.out --cpu 1 /home/jj/Desktop/Bioinformatics/3rd_year/1term/Computational_genomics/Seminars/exercise_04/busco_downloads/lineages/saccharomycetes_odb10/hmms/6740at4891.hmm /home/jj/Desktop/Bioinformatics/3rd_year/1term/Computational_genomics/Seminars/exercise_04/./busco/SRR6130428/SRR6130428_k63_contigs/run_saccharomycetes_odb10/metaeuk_output/initial_results/SRR6130428_k63_graph.contig.fa.modified.fas 
# Current dir:     /home/jj/Desktop/Bioinformatics/3rd_year/1term/Computational_genomics/Seminars/exercise_04
# Date:            Tue Nov  5 18:39:15 2024
# [ok]
