#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
9074:4012-10650      -           2213 42at4891             -           1807         0 3448.6  29.7   1   3         0         0 2797.8  15.1     1  1359    18  1515    18  1524 0.95 -
9074:4012-10650      -           2213 42at4891             -           1807         0 3448.6  29.7   2   3   5.9e-44   2.3e-41  138.1   1.2  1384  1519  1625  1792  1553  1797 0.82 -
9074:4012-10650      -           2213 42at4891             -           1807         0 3448.6  29.7   3   3  1.4e-158  5.4e-156  518.1   0.4  1526  1807  1913  2213  1909  2213 0.95 -
9480:6270-9620       -           1117 42at4891             -           1807         0 1351.2   2.5   1   1         0         0 1350.8   2.5   325  1353    26  1104     8  1115 0.91 -
8522:4793-5953       -            387 42at4891             -           1807  3.6e-112  372.9   0.2   1   1  1.8e-114    7e-112  371.9   0.2     7   324     5   368     2   378 0.86 -
9266:10972-11976     -            335 42at4891             -           1807   7.4e-13   43.6   0.1   1   1   2.5e-15   9.4e-13   43.2   0.1  1531  1801    17   322     6   327 0.72 -
8966:193-6642        -           2150 42at4891             -           1807   3.9e-07   24.6   0.0   1   1   1.5e-09   5.7e-07   24.1   0.0   435   645   182   393   169   399 0.85 -
9206:9080-11395      -            772 42at4891             -           1807   0.00022   15.5   0.0   1   1   8.4e-07   0.00032   14.9   0.0   214   321    91   218    77   229 0.62 -
9030:2820-9518       -           2233 42at4891             -           1807   0.00084   13.6   0.0   1   1   3.3e-06    0.0012   13.0   0.0   434   646   204   417   161   427 0.79 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /home/jj/Desktop/Bioinformatics/3rd_year/1term/Computational_genomics/Seminars/exercise_04/busco_downloads/lineages/saccharomycetes_odb10/hmms/42at4891.hmm
# Target file:     /home/jj/Desktop/Bioinformatics/3rd_year/1term/Computational_genomics/Seminars/exercise_04/./busco/SRR6130428/SRR6130428_k63_contigs/run_saccharomycetes_odb10/metaeuk_output/initial_results/SRR6130428_k63_graph.contig.fa.modified.fas
# Option settings: hmmsearch --domtblout /home/jj/Desktop/Bioinformatics/3rd_year/1term/Computational_genomics/Seminars/exercise_04/./busco/SRR6130428/SRR6130428_k63_contigs/run_saccharomycetes_odb10/hmmer_output/initial_run_results/42at4891.out --cpu 1 /home/jj/Desktop/Bioinformatics/3rd_year/1term/Computational_genomics/Seminars/exercise_04/busco_downloads/lineages/saccharomycetes_odb10/hmms/42at4891.hmm /home/jj/Desktop/Bioinformatics/3rd_year/1term/Computational_genomics/Seminars/exercise_04/./busco/SRR6130428/SRR6130428_k63_contigs/run_saccharomycetes_odb10/metaeuk_output/initial_results/SRR6130428_k63_graph.contig.fa.modified.fas 
# Current dir:     /home/jj/Desktop/Bioinformatics/3rd_year/1term/Computational_genomics/Seminars/exercise_04
# Date:            Tue Nov  5 18:38:54 2024
# [ok]
