#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
9700:3872-6376       -            835 2862at4891           -            686         0 1409.7  10.4   1   2         0         0 1358.9   5.4     1   649    20   715    20   726 0.97 -
9700:3872-6376       -            835 2862at4891           -            686         0 1409.7  10.4   2   2   1.5e-17   1.4e-15   53.8   0.2   637   684   737   784   720   786 0.88 -
9726:26191-28521     -            777 2862at4891           -            686  2.4e-158  525.6   0.1   1   1  3.5e-160  3.4e-158  525.1   0.1   159   681   240   773   220   775 0.92 -
9452:13582-16065     -            828 2862at4891           -            686  3.4e-135  449.1   0.3   1   2   4.5e-63   4.3e-61  204.2   0.1   163   380   204   430   187   471 0.90 -
9452:13582-16065     -            828 2862at4891           -            686  3.4e-135  449.1   0.3   2   2   1.7e-74   1.7e-72  241.9   0.0   391   645   492   758   484   766 0.91 -
7824:343-1428        -            362 2862at4891           -            686   3.1e-83  277.4   0.4   1   2   1.2e-44   1.2e-42  143.3   0.0   425   619    84   277    66   279 0.92 -
7824:343-1428        -            362 2862at4891           -            686   3.1e-83  277.4   0.4   2   2   1.2e-43   1.1e-41  140.1   0.1   196   401   124   335   119   356 0.89 -
8906:738-3590        -            951 2862at4891           -            686   4.9e-78  260.2   0.3   1   4    0.0011      0.11    7.9   0.0   523   624   461   564   440   603 0.77 -
8906:738-3590        -            951 2862at4891           -            686   4.9e-78  260.2   0.3   2   4   4.3e-76   4.1e-74  247.2   0.0   426   621   647   845   616   849 0.91 -
8906:738-3590        -            951 2862at4891           -            686   4.9e-78  260.2   0.3   3   4      0.15        15    0.8   0.0   347   381   845   878   841   899 0.75 -
8906:738-3590        -            951 2862at4891           -            686   4.9e-78  260.2   0.3   4   4      0.73        70   -1.4   0.0   648   681   912   945   898   948 0.79 -
9198:6736-10866      -           1377 2862at4891           -            686   2.4e-73  244.7   0.0   1   2   5.4e-72   5.2e-70  233.7   0.0   160   422   409   681   398   695 0.90 -
9198:6736-10866      -           1377 2862at4891           -            686   2.4e-73  244.7   0.0   2   2   0.00075     0.071    8.5   0.0   199   267   771   839   752   846 0.85 -
8626:2959-6072       -           1038 2862at4891           -            686   3.4e-65  217.7   0.0   1   3      0.47        45   -0.8   0.0   464   612   448   610   430   630 0.62 -
8626:2959-6072       -           1038 2862at4891           -            686   3.4e-65  217.7   0.0   2   3   5.7e-66   5.4e-64  213.8   0.0   401   642   660   904   643   909 0.93 -
8626:2959-6072       -           1038 2862at4891           -            686   3.4e-65  217.7   0.0   3   3     0.033       3.2    3.0   0.0   352   389   892   930   887   937 0.78 -
9660:17138-18448     -            437 2862at4891           -            686   9.2e-64  213.0   0.4   1   1   1.2e-65   1.1e-63  212.7   0.4   141   393   158   417    94   428 0.86 -
9666:11714-13114     -            467 2862at4891           -            686   1.6e-63  212.3   0.1   1   1   2.3e-65   2.2e-63  211.8   0.1   159   385   204   437   196   451 0.91 -
8622:4584-5795       -            404 2862at4891           -            686   8.5e-63  209.8   0.4   1   1   1.2e-64   1.1e-62  209.4   0.4   155   383   138   373   120   393 0.89 -
9278:249-1565        -            439 2862at4891           -            686   3.1e-62  208.0   0.3   1   1   4.3e-64   4.1e-62  207.6   0.3   160   386   180   413   155   429 0.90 -
9088:3332-4615       -            428 2862at4891           -            686   3.9e-58  194.4   0.2   1   1   5.6e-60   5.4e-58  194.0   0.2   155   399   163   418   152   427 0.87 -
8672:233-1792        -            520 2862at4891           -            686   5.8e-55  183.9   0.1   1   1   1.8e-56   1.7e-54  182.4   0.1   426   664    68   321    52   345 0.88 -
8480:3440-5710       -            757 2862at4891           -            686   4.6e-54  181.0   0.3   1   2   1.1e-50   1.1e-48  163.2   0.1   413   650   218   481   210   499 0.80 -
8480:3440-5710       -            757 2862at4891           -            686   4.6e-54  181.0   0.3   2   2   5.6e-06   0.00054   15.5   0.0   200   269   559   629   496   633 0.88 -
7436:115-1425        -            437 2862at4891           -            686   2.3e-53  178.7   0.0   1   1   6.9e-55   6.6e-53  177.1   0.0   423   644   124   352   111   362 0.90 -
9172:4263-5570       -            436 2862at4891           -            686   2.8e-53  178.4   0.1   1   1   4.1e-55     4e-53  177.9   0.1   162   389   181   415   150   428 0.89 -
8694:2670-4910       -            747 2862at4891           -            686   1.1e-52  176.4   0.1   1   1   1.7e-54   1.6e-52  175.9   0.1   157   646   274   502   249   528 0.54 -
9530:9826-10800      -            325 2862at4891           -            686   1.7e-52  175.8   0.0   1   1   3.1e-54   2.9e-52  175.0   0.0   416   682    27   319    16   323 0.83 -
9460:15656-16984     -            443 2862at4891           -            686   1.3e-51  172.8   0.1   1   1   2.2e-53   2.1e-51  172.2   0.1   163   390     3   239     1   254 0.67 -
7960:171-1106        -            312 2862at4891           -            686   5.8e-47  157.5   0.0   1   2   9.2e-39   8.8e-37  123.9   0.0   419   564     8   153     2   169 0.94 -
7960:171-1106        -            312 2862at4891           -            686   5.8e-47  157.5   0.0   2   2     7e-11   6.7e-09   31.7   0.0   297   385   174   265   167   304 0.72 -
9542:14011-14553     -            181 2862at4891           -            686   1.8e-15   53.4   0.1   1   1     8e-17   7.6e-15   51.4   0.1   464   611     4   177     1   181 0.73 -
9596:14408-15766     -            453 2862at4891           -            686   4.7e-13   45.4   0.0   1   2         2   1.9e+02   -2.8   0.0   441   467   201   227   188   229 0.78 -
