#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
9452:13582-16065     -            828 3496at4891           -            659         0 1146.3  18.7   1   5   0.00036      0.03    9.7   0.2     2    35     2    36     1    49 0.82 -
9452:13582-16065     -            828 3496at4891           -            659         0 1146.3  18.7   2   5     1e-07   8.6e-06   21.4   0.2    26    71    59   107    45   119 0.82 -
9452:13582-16065     -            828 3496at4891           -            659         0 1146.3  18.7   3   5  5.4e-154  4.5e-152  504.7   2.1    45   348   135   442   122   460 0.89 -
9452:13582-16065     -            828 3496at4891           -            659         0 1146.3  18.7   4   5  6.8e-177  5.7e-175  580.4   0.0   342   625   479   763   474   789 0.95 -
9452:13582-16065     -            828 3496at4891           -            659         0 1146.3  18.7   5   5   6.7e-13   5.6e-11   38.5   0.1   624   658   790   824   786   825 0.96 -
9700:3872-6376       -            835 3496at4891           -            659  1.9e-169  562.1   1.0   1   2  6.6e-169  5.5e-167  554.0   0.1    98   623   200   714   170   731 0.94 -
9700:3872-6376       -            835 3496at4891           -            659  1.9e-169  562.1   1.0   2   2    0.0025      0.21    6.9   0.1   626   657   753   784   750   786 0.93 -
9726:26191-28521     -            777 3496at4891           -            659  1.1e-154  513.3   0.1   1   1  2.5e-156  2.1e-154  512.4   0.1    97   651   230   770   221   777 0.93 -
8906:738-3590        -            951 3496at4891           -            659   4.3e-85  283.4   0.1   1   2   1.1e-83     9e-82  272.4   0.0   140   621   390   879   378   894 0.81 -
8906:738-3590        -            951 3496at4891           -            659   4.3e-85  283.4   0.1   2   2   0.00086     0.072    8.4   0.1   616   654   907   945   893   949 0.90 -
8626:2959-6072       -           1038 3496at4891           -            659   4.3e-79  263.6   0.0   1   2   7.6e-78   6.4e-76  253.1   0.0    63   622   365   924   349   960 0.84 -
8626:2959-6072       -           1038 3496at4891           -            659   4.3e-79  263.6   0.0   2   2      0.21        18    0.5   0.0   619   650   976  1007   963  1018 0.73 -
9198:6736-10866      -           1377 3496at4891           -            659   8.3e-73  242.8   0.0   1   2   1.1e-70   9.5e-69  229.4   0.0    87   384   388   680   336   687 0.81 -
9198:6736-10866      -           1377 3496at4891           -            659   8.3e-73  242.8   0.0   2   2   0.00016     0.013   10.8   0.0   143   215   767   839   757   845 0.87 -
8622:4584-5795       -            404 3496at4891           -            659   5.5e-64  213.7   0.0   1   1   9.5e-66   7.9e-64  213.1   0.0   388   639   140   389   128   397 0.94 -
9088:3332-4615       -            428 3496at4891           -            659     8e-64  213.1   0.1   1   1   1.3e-65   1.1e-63  212.6   0.1   363   636   135   412   107   426 0.84 -
9278:249-1565        -            439 3496at4891           -            659   2.4e-62  208.3   0.1   1   2       1.4   1.2e+02   -2.2   0.0    85   139    85   132    63   152 0.61 -
9278:249-1565        -            439 3496at4891           -            659   2.4e-62  208.3   0.1   2   2   6.9e-64   5.8e-62  207.0   0.0   390   639   179   426   168   435 0.93 -
9660:17138-18448     -            437 3496at4891           -            659   1.7e-60  202.1   0.0   1   2       1.3   1.1e+02   -2.1   0.6    39    96    83   141    47   157 0.58 -
9660:17138-18448     -            437 3496at4891           -            659   1.7e-60  202.1   0.0   2   2     2e-62   1.7e-60  202.1   0.0   106   336   175   404   160   429 0.86 -
9666:11714-13114     -            467 3496at4891           -            659   3.4e-60  201.1   0.0   1   1   5.3e-62   4.4e-60  200.8   0.0   375   639   189   451   150   466 0.91 -
9172:4263-5570       -            436 3496at4891           -            659   1.8e-58  195.5   0.9   1   2       0.3        25    0.0   2.1    32   131    29   132    17   136 0.61 -
9172:4263-5570       -            436 3496at4891           -            659   1.8e-58  195.5   0.9   2   2   2.1e-60   1.8e-58  195.5   0.9   297   640    84   426    69   433 0.83 -
8480:3440-5710       -            757 3496at4891           -            659   2.4e-57  191.7   0.1   1   2   3.2e-50   2.7e-48  161.8   0.0   390   640   232   511   200   521 0.79 -
8480:3440-5710       -            757 3496at4891           -            659   2.4e-57  191.7   0.1   2   2   9.8e-09   8.2e-07   24.7   0.0   148   215   559   627   546   638 0.82 -
7824:343-1428        -            362 3496at4891           -            659   6.9e-57  190.2   0.0   1   1   1.1e-58   8.8e-57  189.8   0.0   391   622    87   314    78   347 0.93 -
8694:2670-4910       -            747 3496at4891           -            659     1e-54  183.0   0.0   1   1   1.8e-56   1.5e-54  182.5   0.0   391   638   277   518   265   531 0.95 -
9530:9826-10800      -            325 3496at4891           -            659   6.8e-53  177.0   0.0   1   1   1.4e-54   1.1e-52  176.3   0.0   384   658    32   322     4   323 0.84 -
8672:233-1792        -            520 3496at4891           -            659   1.8e-51  172.3   0.0   1   1   3.6e-53     3e-51  171.6   0.0    97   335    59   303    54   339 0.83 -
7436:115-1425        -            437 3496at4891           -            659   3.6e-50  168.0   0.0   1   2   5.7e-50   4.8e-48  161.0   0.0   389   620   127   353   121   376 0.90 -
7436:115-1425        -            437 3496at4891           -            659   3.6e-50  168.0   0.0   2   2     0.014       1.2    4.4   0.0   626   658   401   433   396   434 0.90 -
9460:15656-16984     -            443 3496at4891           -            659   4.3e-48  161.1   0.0   1   1   9.2e-50   7.7e-48  160.3   0.0   110   335     2   228     1   249 0.89 -
7960:171-1106        -            312 3496at4891           -            659   5.7e-48  160.7   0.0   1   2   4.8e-46     4e-44  148.0   0.0   109   333    18   257    14   275 0.87 -
7960:171-1106        -            312 3496at4891           -            659   5.7e-48  160.7   0.0   2   2     0.001     0.084    8.2   0.0   623   658   274   309   264   310 0.84 -
9596:14408-15766     -            453 3496at4891           -            659   8.5e-17   57.7   0.0   1   2   3.5e-09   2.9e-07   26.2   0.0   135   173   253   291   226   303 0.82 -
9596:14408-15766     -            453 3496at4891           -            659   8.5e-17   57.7   0.0   2   2     4e-10   3.4e-08   29.3   0.0   490   562   318   392   311   410 0.86 -
9542:14011-14553     -            181 3496at4891           -            659   2.5e-15   52.9   0.4   1   2   8.3e-06    0.0007   15.1   0.0   147   172     6    31     2    36 0.87 -
9542:14011-14553     -            181 3496at4891           -            659   2.5e-15   52.9   0.4   2   2   3.2e-12   2.6e-10   36.3   0.1   457   576    50   179    39   181 0.78 -
9238:3-14489         -           4829 3496at4891           -            659   8.6e-06   21.4   0.0   1   4     0.037       3.1    3.0   0.0   140   178   559   599   552   608 0.82 -
9238:3-14489         -           4829 3496at4891           -            659   8.6e-06   21.4   0.0   2   4      0.42        35   -0.5   0.0   431   461   997  1027   966  1040 0.58 -
9238:3-14489         -           4829 3496at4891           -            659   8.6e-06   21.4   0.0   3   4    0.0036       0.3    6.3   0.0   138   179  1272  1313  1227  1317 0.87 -
9238:3-14489         -           4829 3496at4891           -            659   8.6e-06   21.4   0.0   4   4    0.0073      0.61    5.3   0.0   142   169  1655  1682  1641  1698 0.80 -
9488:17255-19456     -            734 3496at4891           -            659   9.1e-06   21.3   0.0   1   1   2.4e-07     2e-05   20.1   0.0   146   216   169   238   161   242 0.83 -
9646:14198-14803     -            202 3496at4891           -            659   5.5e-05   18.7   0.0   1   1   8.6e-07   7.2e-05   18.3   0.0   132   168    60    96    36   113 0.79 -
9368:11413-14397     -            995 3496at4891           -            659   0.00017   17.1   1.5   1   2     5e-06   0.00042   15.8   0.1     8   217   349   566   338   570 0.63 -
9368:11413-14397     -            995 3496at4891           -            659   0.00017   17.1   1.5   2   2      0.38        32   -0.3   0.2    46   122   682   761   653   802 0.53 -
9216:2738-5320       -            861 3496at4891           -            659   0.00045   15.7   0.0   1   1   7.6e-06   0.00064   15.2   0.0   145   185   345   385   247   480 0.81 -
9318:2674-3339       -            222 3496at4891           -            659    0.0017   13.8   0.0   1   1   6.1e-05    0.0051   12.2   0.0   431   451    41    61    26    72 0.75 -
8766:291-1703        -            471 3496at4891           -            659    0.0025   13.3   0.5   1   2   6.5e-05    0.0055   12.1   0.1   142   184    64   108    58   121 0.83 -
8766:291-1703        -            471 3496at4891           -            659    0.0025   13.3   0.5   2   2       1.7   1.4e+02   -2.5   0.1   192   216   275   300   265   315 0.78 -
8636:1298-2713       -            472 3496at4891           -            659    0.0035   12.7   0.0   1   1   6.3e-05    0.0053   12.2   0.0   140   163    79   102    73   110 0.67 -
8962:129-1130        -            334 3496at4891           -            659    0.0051   12.2   0.0   1   1   9.9e-05    0.0083   11.5   0.0   149   231    49   136    32   148 0.66 -
9458:17491-18546     -            352 3496at4891           -            659     0.011   11.1   0.1   1   1   0.00037     0.031    9.6   0.1   149   175    61    87    43   169 0.68 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /home/jj/Desktop/Bioinformatics/3rd_year/1term/Computational_genomics/Seminars/exercise_04/busco_downloads/lineages/saccharomycetes_odb10/hmms/3496at4891.hmm
# Target file:     /home/jj/Desktop/Bioinformatics/3rd_year/1term/Computational_genomics/Seminars/exercise_04/./busco/SRR6130428/SRR6130428_k63_contigs/run_saccharomycetes_odb10/metaeuk_output/initial_results/SRR6130428_k63_graph.contig.fa.modified.fas
# Option settings: hmmsearch --domtblout /home/jj/Desktop/Bioinformatics/3rd_year/1term/Computational_genomics/Seminars/exercise_04/./busco/SRR6130428/SRR6130428_k63_contigs/run_saccharomycetes_odb10/hmmer_output/initial_run_results/3496at4891.out --cpu 1 /home/jj/Desktop/Bioinformatics/3rd_year/1term/Computational_genomics/Seminars/exercise_04/busco_downloads/lineages/saccharomycetes_odb10/hmms/3496at4891.hmm /home/jj/Desktop/Bioinformatics/3rd_year/1term/Computational_genomics/Seminars/exercise_04/./busco/SRR6130428/SRR6130428_k63_contigs/run_saccharomycetes_odb10/metaeuk_output/initial_results/SRR6130428_k63_graph.contig.fa.modified.fas 
# Current dir:     /home/jj/Desktop/Bioinformatics/3rd_year/1term/Computational_genomics/Seminars/exercise_04
# Date:            Tue Nov  5 18:38:40 2024
# [ok]
