#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
9188:3639-7265       -           1209 676at4891            -            956         0 1623.7  23.6   1   4   6.2e-15   1.4e-12   43.6   2.5     5    56    20    81    16    99 0.80 -
9188:3639-7265       -           1209 676at4891            -            956         0 1623.7  23.6   2   4  1.3e-234  2.8e-232  770.7   5.9    52   501   109   637    96   642 0.89 -
9188:3639-7265       -           1209 676at4891            -            956         0 1623.7  23.6   3   4  9.7e-100   2.2e-97  324.3   0.0   501   709   660   905   654   913 0.90 -
9188:3639-7265       -           1209 676at4891            -            956         0 1623.7  23.6   4   4    8e-149  1.8e-146  486.8   0.5   706   955   942  1203   913  1204 0.95 -
9524:6736-11079      -           1448 676at4891            -            956  1.8e-104  347.7  20.6   1   4   2.7e-59     6e-57  190.5   2.8    89   406   451   774   441   779 0.85 -
9524:6736-11079      -           1448 676at4891            -            956  1.8e-104  347.7  20.6   2   4     1e-16   2.3e-14   49.5   0.0   442   549   906  1047   901  1056 0.81 -
9524:6736-11079      -           1448 676at4891            -            956  1.8e-104  347.7  20.6   3   4     1e-14   2.3e-12   42.9   0.0   581   639  1126  1184  1105  1187 0.94 -
9524:6736-11079      -           1448 676at4891            -            956  1.8e-104  347.7  20.6   4   4   9.3e-22   2.1e-19   66.2   7.1   716   927  1186  1399  1182  1424 0.76 -
8332:1885-4734       -            950 676at4891            -            956   5.1e-19   64.9   2.9   1   2   1.4e-07   3.2e-05   19.3   0.9   127   407   113   386    62   404 0.74 -
8332:1885-4734       -            950 676at4891            -            956   5.1e-19   64.9   2.9   2   2   2.3e-15   5.1e-13   45.1   0.0   501   639   571   698   565   715 0.87 -
