#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
9658:130-3555        -           1142 1523at4891           -            765         0 1163.7  31.1   1   6   3.8e-73   7.2e-71  236.6   0.3    11   166    58   221    49   227 0.95 -
9658:130-3555        -           1142 1523at4891           -            765         0 1163.7  31.1   2   6   3.8e-77   7.3e-75  249.8   1.5   164   324   256   436   248   455 0.91 -
9658:130-3555        -           1142 1523at4891           -            765         0 1163.7  31.1   3   6    0.0053         1    4.6   0.1   315   340   464   489   452   510 0.79 -
9658:130-3555        -           1142 1523at4891           -            765         0 1163.7  31.1   4   6   0.00094      0.18    7.1   0.0   326   349   529   552   523   562 0.82 -
9658:130-3555        -           1142 1523at4891           -            765         0 1163.7  31.1   5   6   9.6e-10   1.8e-07   26.9   0.1   349   384   576   621   570   625 0.82 -
9658:130-3555        -           1142 1523at4891           -            765         0 1163.7  31.1   6   6  2.5e-197  4.9e-195  647.2   7.9   396   764   691  1100   645  1101 0.93 -
8332:1885-4734       -            950 1523at4891           -            765  2.8e-111  370.2  18.2   1   3   6.8e-40   1.3e-37  126.6   8.4    76   318   116   387    61   408 0.81 -
8332:1885-4734       -            950 1523at4891           -            765  2.8e-111  370.2  18.2   2   3   9.9e-05     0.019   10.3   0.0   315   383   422   509   407   520 0.66 -
8332:1885-4734       -            950 1523at4891           -            765  2.8e-111  370.2  18.2   3   3   2.5e-71   4.8e-69  230.5   1.5   400   702   568   881   520   910 0.85 -
7786:164-2557        -            798 1523at4891           -            765   4.8e-73  243.8   8.9   1   3   3.1e-11   5.8e-09   31.9   0.9    83   217     4   144     1   152 0.76 -
7786:164-2557        -            798 1523at4891           -            765   4.8e-73  243.8   8.9   2   3   8.2e-16   1.6e-13   47.0   0.8   188   314   165   285   159   310 0.82 -
7786:164-2557        -            798 1523at4891           -            765   4.8e-73  243.8   8.9   3   3   2.1e-52     4e-50  168.0   0.0   397   627   538   790   520   798 0.86 -
9400:15570-17426     -            619 1523at4891           -            765     7e-54  180.4   7.0   1   2   7.8e-33   1.5e-30  103.3   6.7    73   316    59   311    30   329 0.84 -
9400:15570-17426     -            619 1523at4891           -            765     7e-54  180.4   7.0   2   2   1.9e-24   3.7e-22   75.5   0.0   403   568   444   615   419   619 0.85 -
8988:6810-8666       -            619 1523at4891           -            765   7.9e-52  173.6   7.9   1   2   2.7e-31   5.2e-29   98.2   7.6    73   316    59   311    29   328 0.84 -
8988:6810-8666       -            619 1523at4891           -            765   7.9e-52  173.6   7.9   2   2   6.1e-24   1.2e-21   73.9   0.0   403   568   444   615   419   619 0.85 -
9078:3429-6434       -           1002 1523at4891           -            765   8.5e-36  120.6   8.0   1   1   2.3e-35   4.3e-33  111.7   8.0   118   585   425   917   415   937 0.74 -
9524:6736-11079      -           1448 1523at4891           -            765   2.1e-34  116.0   5.7   1   4   1.4e-07   2.6e-05   19.8   0.0    85   166   504   592   492   600 0.72 -
9524:6736-11079      -           1448 1523at4891           -            765   2.1e-34  116.0   5.7   2   4   6.7e-11   1.3e-08   30.7   0.8   183   318   640   776   603   784 0.80 -
9524:6736-11079      -           1448 1523at4891           -            765   2.1e-34  116.0   5.7   3   4   8.5e-06    0.0016   13.9   0.0   400   454   996  1050   985  1059 0.90 -
9524:6736-11079      -           1448 1523at4891           -            765   2.1e-34  116.0   5.7   4   4   5.5e-17   1.1e-14   50.9   0.0   453   626  1107  1284  1096  1389 0.74 -
9086:65-2524         -            820 1523at4891           -            765   1.2e-29  100.2  14.1   1   1   2.5e-30   4.8e-28   95.0  14.1   117   578   315   787   258   793 0.80 -
9202:7436-10885      -           1150 1523at4891           -            765   2.9e-28   95.7   2.6   1   5   2.3e-07   4.4e-05   19.0   0.0    82   156   226   302   206   331 0.78 -
9202:7436-10885      -           1150 1523at4891           -            765   2.9e-28   95.7   2.6   2   5   3.2e-08   6.1e-06   21.9   0.3   202   321   398   522   362   549 0.66 -
9202:7436-10885      -           1150 1523at4891           -            765   2.9e-28   95.7   2.6   3   5     0.045       8.6    1.5   0.0   346   378   629   667   599   675 0.78 -
9202:7436-10885      -           1150 1523at4891           -            765   2.9e-28   95.7   2.6   4   5   1.3e-10   2.5e-08   29.8   0.0   399   454   737   792   723   809 0.90 -
9202:7436-10885      -           1150 1523at4891           -            765   2.9e-28   95.7   2.6   5   5   3.8e-07   7.3e-05   18.3   0.0   459   572   833   948   811   980 0.74 -
9200:6060-11027      -           1656 1523at4891           -            765   3.5e-19   65.7   0.4   1   5   0.00072      0.14    7.5   0.0   101   165   279   348   271   373 0.76 -
9200:6060-11027      -           1656 1523at4891           -            765   3.5e-19   65.7   0.4   2   5    0.0001      0.02   10.3   0.0   290   319   554   583   542   615 0.78 -
9200:6060-11027      -           1656 1523at4891           -            765   3.5e-19   65.7   0.4   3   5      0.66   1.3e+02   -2.3   0.0   350   383   806   846   802   858 0.73 -
9200:6060-11027      -           1656 1523at4891           -            765   3.5e-19   65.7   0.4   4   5     6e-10   1.2e-07   27.6   0.0   386   454  1064  1132  1011  1157 0.82 -
9200:6060-11027      -           1656 1523at4891           -            765   3.5e-19   65.7   0.4   5   5   7.4e-06    0.0014   14.1   0.0   477   528  1199  1250  1169  1266 0.84 -
8816:1608-5588       -           1327 1523at4891           -            765   5.5e-18   61.7   3.6   1   5   9.3e-05     0.018   10.4   0.1    84   162   239   330   219   378 0.69 -
8816:1608-5588       -           1327 1523at4891           -            765   5.5e-18   61.7   3.6   2   5   6.9e-05     0.013   10.9   0.0   282   319   525   562   517   577 0.86 -
8816:1608-5588       -           1327 1523at4891           -            765   5.5e-18   61.7   3.6   3   5      0.59   1.1e+02   -2.1   0.0   351   383   677   714   674   716 0.82 -
8816:1608-5588       -           1327 1523at4891           -            765   5.5e-18   61.7   3.6   4   5   1.8e-08   3.5e-06   22.7   0.0   398   454   782   838   765   865 0.90 -
8816:1608-5588       -           1327 1523at4891           -            765   5.5e-18   61.7   3.6   5   5   6.6e-06    0.0013   14.2   0.1   475   535   908   969   896   981 0.78 -
