#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
9372:1417-4422       -           1002 4591at4891           -            667         0 1217.4  91.9   1   4   3.5e-06   0.00071   15.1  30.1     6    65    88   149    84   169 0.72 -
9372:1417-4422       -           1002 4591at4891           -            667         0 1217.4  91.9   2   4   3.5e-08   7.3e-06   21.7  36.5    11    82   185   261   174   275 0.69 -
9372:1417-4422       -           1002 4591at4891           -            667         0 1217.4  91.9   3   4         1   2.1e+02   -2.9   4.3    41    96   271   328   260   332 0.44 -
9372:1417-4422       -           1002 4591at4891           -            667         0 1217.4  91.9   4   4         0         0 1198.1   1.3    33   667   340  1001   332  1001 0.93 -
8696:2142-4049       -            636 4591at4891           -            667   6.4e-24   81.4  21.6   1   3   5.4e-26   1.1e-23   80.6   5.5    94   351   100   326    83   340 0.81 -
8696:2142-4049       -            636 4591at4891           -            667   6.4e-24   81.4  21.6   2   3      0.53   1.1e+02   -2.0   1.7    19    74   370   425   363   443 0.79 -
8696:2142-4049       -            636 4591at4891           -            667   6.4e-24   81.4  21.6   3   3   0.00036     0.074    8.5   0.6   491   597   485   595   458   610 0.75 -
8940:1835-5164       -           1110 4591at4891           -            667   8.9e-12   41.3   0.1   1   1   7.6e-14   1.6e-11   40.5   0.1   102   230    22   162    10   184 0.83 -
9282:2593-4464       -            624 4591at4891           -            667   3.7e-09   32.6   0.1   1   1   1.8e-11   3.7e-09   32.6   0.1    87   231    12   160     2   194 0.81 -
9350:7151-9382       -            744 4591at4891           -            667   3.8e-07   26.0   0.1   1   1   3.4e-09   6.9e-07   25.1   0.1   103   233    57   194    24   218 0.78 -
9724:26646-28994     -            783 4591at4891           -            667   1.3e-05   20.9   0.1   1   1   9.4e-08   1.9e-05   20.3   0.1   104   244    13   152     2   163 0.70 -
7772:9-2519          -            837 4591at4891           -            667   1.4e-05   20.8   0.2   1   1   1.2e-07   2.5e-05   20.0   0.2   103   247    20   181     5   204 0.64 -
9394:3041-4234       -            398 4591at4891           -            667   3.6e-05   19.4   0.1   1   2   1.8e-07   3.6e-05   19.4   0.1   104   230    14   139     4   156 0.83 -
9394:3041-4234       -            398 4591at4891           -            667   3.6e-05   19.4   0.1   2   2       1.9   3.9e+02   -3.8   0.1   323   358   220   256   215   259 0.78 -
9654:15122-16945     -            608 4591at4891           -            667   3.8e-05   19.4   0.2   1   1   3.2e-07   6.7e-05   18.5   0.2    89   240   156   327    70   346 0.65 -
7064:5-754           -            250 4591at4891           -            667   0.00094   14.7   0.1   1   1   8.3e-06    0.0017   13.9   0.1   157   241    74   167     3   178 0.62 -
9434:16912-17505     -            198 4591at4891           -            667    0.0019   13.7   0.1   1   3      0.39        81   -1.6   0.0    88   121     8    39     4    67 0.81 -
9434:16912-17505     -            198 4591at4891           -            667    0.0019   13.7   0.1   2   3     0.016       3.3    3.1   0.0   168   243    72   152    50   157 0.77 -
9434:16912-17505     -            198 4591at4891           -            667    0.0019   13.7   0.1   3   3   0.00044      0.09    8.2   0.0   273   305   160   193   147   197 0.79 -
8144:650-2290        -            547 4591at4891           -            667       2.7    3.3  13.6   1   1     0.018       3.8    2.8  13.6     7    74    19    85    16   109 0.71 -
8534:4251-6152       -            634 4591at4891           -            667       3.9    2.8  21.2   1   1     0.039         8    1.8  21.2    10   113    13   117     6   122 0.81 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /home/jj/Desktop/Bioinformatics/3rd_year/1term/Computational_genomics/Seminars/exercise_04/busco_downloads/lineages/saccharomycetes_odb10/hmms/4591at4891.hmm
# Target file:     /home/jj/Desktop/Bioinformatics/3rd_year/1term/Computational_genomics/Seminars/exercise_04/./busco/SRR6130428/SRR6130428_k63_contigs/run_saccharomycetes_odb10/metaeuk_output/initial_results/SRR6130428_k63_graph.contig.fa.modified.fas
# Option settings: hmmsearch --domtblout /home/jj/Desktop/Bioinformatics/3rd_year/1term/Computational_genomics/Seminars/exercise_04/./busco/SRR6130428/SRR6130428_k63_contigs/run_saccharomycetes_odb10/hmmer_output/initial_run_results/4591at4891.out --cpu 1 /home/jj/Desktop/Bioinformatics/3rd_year/1term/Computational_genomics/Seminars/exercise_04/busco_downloads/lineages/saccharomycetes_odb10/hmms/4591at4891.hmm /home/jj/Desktop/Bioinformatics/3rd_year/1term/Computational_genomics/Seminars/exercise_04/./busco/SRR6130428/SRR6130428_k63_contigs/run_saccharomycetes_odb10/metaeuk_output/initial_results/SRR6130428_k63_graph.contig.fa.modified.fas 
# Current dir:     /home/jj/Desktop/Bioinformatics/3rd_year/1term/Computational_genomics/Seminars/exercise_04
# Date:            Tue Nov  5 18:38:58 2024
# [ok]
