#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
8668:3836-7048       -           1071 3577at4891           -            515         0 1027.3   6.2   1   2  2.1e-131  1.4e-128  427.0   1.7     3   238    19   295    17   314 0.90 -
8668:3836-7048       -           1071 3577at4891           -            515         0 1027.3   6.2   2   2  2.7e-183  1.8e-180  598.2   0.2   215   515   724  1048   715  1048 0.93 -
7520:46-1596         -            517 3577at4891           -            515   3.2e-28   95.9   0.1   1   2   2.1e-11   1.4e-08   31.0   0.1     6    98    25   121    21   128 0.88 -
7520:46-1596         -            517 3577at4891           -            515   3.2e-28   95.9   0.1   2   2   6.8e-21   4.5e-18   62.4   0.0   244   483   222   469   212   483 0.82 -
9720:52954-54486     -            511 3577at4891           -            515     5e-28   95.3   1.7   1   3   0.00021      0.14    7.9   0.6    35    98    73   137    42   146 0.80 -
9720:52954-54486     -            511 3577at4891           -            515     5e-28   95.3   1.7   2   3   6.3e-28   4.2e-25   85.6   0.0   172   459   160   448   147   460 0.86 -
9720:52954-54486     -            511 3577at4891           -            515     5e-28   95.3   1.7   3   3      0.16   1.1e+02   -1.6   0.0   377   416   451   490   444   507 0.76 -
7794:98-1678         -            527 3577at4891           -            515   4.3e-18   62.5   0.6   1   2   0.00034      0.23    7.3   0.1    42    98    79   135    41   142 0.81 -
7794:98-1678         -            527 3577at4891           -            515   4.3e-18   62.5   0.6   2   2     3e-18     2e-15   53.7   0.0   171   425   157   410   146   463 0.78 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /home/jj/Desktop/Bioinformatics/3rd_year/1term/Computational_genomics/Seminars/exercise_04/busco_downloads/lineages/saccharomycetes_odb10/hmms/3577at4891.hmm
# Target file:     /home/jj/Desktop/Bioinformatics/3rd_year/1term/Computational_genomics/Seminars/exercise_04/./busco/SRR6130428/SRR6130428_k63_contigs/run_saccharomycetes_odb10/metaeuk_output/initial_results/SRR6130428_k63_graph.contig.fa.modified.fas
# Option settings: hmmsearch --domtblout /home/jj/Desktop/Bioinformatics/3rd_year/1term/Computational_genomics/Seminars/exercise_04/./busco/SRR6130428/SRR6130428_k63_contigs/run_saccharomycetes_odb10/hmmer_output/initial_run_results/3577at4891.out --cpu 1 /home/jj/Desktop/Bioinformatics/3rd_year/1term/Computational_genomics/Seminars/exercise_04/busco_downloads/lineages/saccharomycetes_odb10/hmms/3577at4891.hmm /home/jj/Desktop/Bioinformatics/3rd_year/1term/Computational_genomics/Seminars/exercise_04/./busco/SRR6130428/SRR6130428_k63_contigs/run_saccharomycetes_odb10/metaeuk_output/initial_results/SRR6130428_k63_graph.contig.fa.modified.fas 
# Current dir:     /home/jj/Desktop/Bioinformatics/3rd_year/1term/Computational_genomics/Seminars/exercise_04
# Date:            Tue Nov  5 18:38:42 2024
# [ok]
