#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
8998:3807-7982       -           1392 431at4891            -           1063         0 1768.7   7.0   1   4    0.0049       2.6    2.5   0.0     1    16    11    26    11    33 0.92 -
8998:3807-7982       -           1392 431at4891            -           1063         0 1768.7   7.0   2   4   1.9e-07   9.9e-05   17.1   0.1    10    53    52    95    44   127 0.77 -
8998:3807-7982       -           1392 431at4891            -           1063         0 1768.7   7.0   3   4         0         0 1187.2   1.7    50   695   168   918   145   925 0.92 -
8998:3807-7982       -           1392 431at4891            -           1063         0 1768.7   7.0   4   4  2.6e-170  1.4e-167  556.4   0.0   700  1063   968  1388   953  1388 0.89 -
7840:946-2685        -            580 431at4891            -           1063   5.5e-14   47.8   1.5   1   3   2.7e-05     0.015   10.0   0.0   123   183    55   116    21   139 0.78 -
7840:946-2685        -            580 431at4891            -           1063   5.5e-14   47.8   1.5   2   3    0.0027       1.4    3.4   0.0   254   298   210   255   192   324 0.70 -
7840:946-2685        -            580 431at4891            -           1063   5.5e-14   47.8   1.5   3   3   5.3e-12   2.8e-09   32.2   0.0   485   613   439   572   426   576 0.87 -
8540:4145-5263       -            373 431at4891            -           1063   5.4e-08   28.0   0.1   1   2     0.027        15    0.0   0.0   254   268     4    18     3    50 0.90 -
8540:4145-5263       -            373 431at4891            -           1063   5.4e-08   28.0   0.1   2   2   5.2e-10   2.8e-07   25.6   0.0   486   612   233   369   222   373 0.80 -
9116:8136-9263       -            376 431at4891            -           1063    0.0003   15.6   0.0   1   1   7.9e-07   0.00042   15.1   0.0   247   288    52    93    38   118 0.84 -
9076:3555-4778       -            408 431at4891            -           1063   0.00076   14.2   0.0   1   2   0.00011     0.061    7.9   0.0   228   274    51    97    22   100 0.73 -
9076:3555-4778       -            408 431at4891            -           1063   0.00076   14.2   0.0   2   2    0.0014      0.76    4.3   0.0   491   541   337   388   309   406 0.80 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /home/jj/Desktop/Bioinformatics/3rd_year/1term/Computational_genomics/Seminars/exercise_04/busco_downloads/lineages/saccharomycetes_odb10/hmms/431at4891.hmm
# Target file:     /home/jj/Desktop/Bioinformatics/3rd_year/1term/Computational_genomics/Seminars/exercise_04/./busco/SRR6130428/SRR6130428_k63_contigs/run_saccharomycetes_odb10/metaeuk_output/initial_results/SRR6130428_k63_graph.contig.fa.modified.fas
# Option settings: hmmsearch --domtblout /home/jj/Desktop/Bioinformatics/3rd_year/1term/Computational_genomics/Seminars/exercise_04/./busco/SRR6130428/SRR6130428_k63_contigs/run_saccharomycetes_odb10/hmmer_output/initial_run_results/431at4891.out --cpu 1 /home/jj/Desktop/Bioinformatics/3rd_year/1term/Computational_genomics/Seminars/exercise_04/busco_downloads/lineages/saccharomycetes_odb10/hmms/431at4891.hmm /home/jj/Desktop/Bioinformatics/3rd_year/1term/Computational_genomics/Seminars/exercise_04/./busco/SRR6130428/SRR6130428_k63_contigs/run_saccharomycetes_odb10/metaeuk_output/initial_results/SRR6130428_k63_graph.contig.fa.modified.fas 
# Current dir:     /home/jj/Desktop/Bioinformatics/3rd_year/1term/Computational_genomics/Seminars/exercise_04
# Date:            Tue Nov  5 18:38:54 2024
# [ok]
