#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
9238:3-14489         -           4829 0at4891              -           3218         0 4423.6 254.0   1  16         0         0 2060.3  15.1    34  1169    48  1337    30  1354 0.90 -
9238:3-14489         -           4829 0at4891              -           3218         0 4423.6 254.0   2  16  9.7e-105  3.7e-102  339.8   1.3  1176  1366  1385  1598  1343  1622 0.86 -
9238:3-14489         -           4829 0at4891              -           3218         0 4423.6 254.0   3  16  3.2e-198  1.2e-195  650.0   0.0  1365  1736  1635  2035  1625  2049 0.90 -
9238:3-14489         -           4829 0at4891              -           3218         0 4423.6 254.0   4  16   8.7e-67   3.3e-64  213.9   0.0  1737  1865  2101  2230  2086  2249 0.88 -
9238:3-14489         -           4829 0at4891              -           3218         0 4423.6 254.0   5  16     0.034        13   -0.5   0.0  1860  1917  2396  2457  2379  2508 0.66 -
9238:3-14489         -           4829 0at4891              -           3218         0 4423.6 254.0   6  16   0.00034      0.13    6.2   0.6  1911  1982  2520  2594  2477  2628 0.64 -
9238:3-14489         -           4829 0at4891              -           3218         0 4423.6 254.0   7  16    0.0032       1.2    3.0   0.7  1861  1991  2550  2687  2545  2714 0.67 -
9238:3-14489         -           4829 0at4891              -           3218         0 4423.6 254.0   8  16   5.6e-12   2.1e-09   32.0   0.0  2010  2066  2810  2868  2799  2884 0.79 -
9238:3-14489         -           4829 0at4891              -           3218         0 4423.6 254.0   9  16     9e-16   3.4e-13   44.6   0.2  2045  2133  2881  2991  2870  3000 0.75 -
9238:3-14489         -           4829 0at4891              -           3218         0 4423.6 254.0  10  16     6e-09   2.3e-06   21.9   2.5  2136  2189  3048  3109  3028  3156 0.75 -
9238:3-14489         -           4829 0at4891              -           3218         0 4423.6 254.0  11  16   4.5e-86   1.7e-83  277.9  10.7  2215  2473  3194  3504  3160  3515 0.81 -
9238:3-14489         -           4829 0at4891              -           3218         0 4423.6 254.0  12  16   7.8e-36     3e-33  111.2   0.2  2438  2590  3506  3683  3499  3699 0.81 -
9238:3-14489         -           4829 0at4891              -           3218         0 4423.6 254.0  13  16   1.5e-32   5.8e-30  100.3  46.7  2649  2798  3942  4120  3868  4126 0.69 -
9238:3-14489         -           4829 0at4891              -           3218         0 4423.6 254.0  14  16   1.2e-06   0.00046   14.3  35.7  2761  2866  4112  4225  4111  4227 0.66 -
9238:3-14489         -           4829 0at4891              -           3218         0 4423.6 254.0  15  16   6.5e-20   2.5e-17   58.3  73.7  2703  2944  4202  4450  4191  4476 0.76 -
9238:3-14489         -           4829 0at4891              -           3218         0 4423.6 254.0  16  16  6.3e-162  2.4e-159  529.6  12.9  2883  3218  4492  4827  4448  4827 0.85 -
9646:14198-14803     -            202 0at4891              -           3218     4e-05   17.8   0.0   1   1   1.2e-07   4.5e-05   17.7   0.0    80   188     6   117     1   131 0.83 -
9088:3332-4615       -            428 0at4891              -           3218   0.00037   14.6   0.0   1   1   1.6e-06   0.00061   13.9   0.0  1391  1424   208   241   201   245 0.92 -
9596:14408-15766     -            453 0at4891              -           3218    0.0023   12.0   0.0   1   1     1e-05    0.0039   11.2   0.0  1388  1425   263   300   258   318 0.87 -
7824:343-1428        -            362 0at4891              -           3218     0.003   11.6   0.0   1   1   1.1e-05    0.0042   11.1   0.0  1387  1425   124   162   120   166 0.88 -
8700:4407-4997       -            197 0at4891              -           3218      0.73    3.7  10.5   1   1    0.0024      0.91    3.4  10.5  2696  2754   124   183   117   191 0.82 -
9660:17138-18448     -            437 0at4891              -           3218       1.1    3.0   8.9   1   2     0.024       9.3    0.0   5.8  2834  2937    19   119     4   142 0.58 -
9660:17138-18448     -            437 0at4891              -           3218       1.1    3.0   8.9   2   2    0.0015      0.57    4.0   0.0  1389  1417   215   243   205   253 0.85 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /home/jj/Desktop/Bioinformatics/3rd_year/1term/Computational_genomics/Seminars/exercise_04/busco_downloads/lineages/saccharomycetes_odb10/hmms/0at4891.hmm
# Target file:     /home/jj/Desktop/Bioinformatics/3rd_year/1term/Computational_genomics/Seminars/exercise_04/./busco/SRR6130428/SRR6130428_k63_contigs/run_saccharomycetes_odb10/metaeuk_output/initial_results/SRR6130428_k63_graph.contig.fa.modified.fas
# Option settings: hmmsearch --domtblout /home/jj/Desktop/Bioinformatics/3rd_year/1term/Computational_genomics/Seminars/exercise_04/./busco/SRR6130428/SRR6130428_k63_contigs/run_saccharomycetes_odb10/hmmer_output/initial_run_results/0at4891.out --cpu 1 /home/jj/Desktop/Bioinformatics/3rd_year/1term/Computational_genomics/Seminars/exercise_04/busco_downloads/lineages/saccharomycetes_odb10/hmms/0at4891.hmm /home/jj/Desktop/Bioinformatics/3rd_year/1term/Computational_genomics/Seminars/exercise_04/./busco/SRR6130428/SRR6130428_k63_contigs/run_saccharomycetes_odb10/metaeuk_output/initial_results/SRR6130428_k63_graph.contig.fa.modified.fas 
# Current dir:     /home/jj/Desktop/Bioinformatics/3rd_year/1term/Computational_genomics/Seminars/exercise_04
# Date:            Tue Nov  5 18:37:03 2024
# [ok]
