#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
8940:1835-5164       -           1110 3246at4891           -            794         0 1316.9   7.9   1   4  1.6e-221  4.2e-219  726.6   1.6     1   419     3   455     3   463 0.92 -
8940:1835-5164       -           1110 3246at4891           -            794         0 1316.9   7.9   2   4   1.2e-76   3.2e-74  247.4   0.0   393   581   551   759   545   772 0.89 -
8940:1835-5164       -           1110 3246at4891           -            794         0 1316.9   7.9   3   4   3.6e-10   9.8e-08   27.6   0.0   604   636   893   925   832   938 0.82 -
8940:1835-5164       -           1110 3246at4891           -            794         0 1316.9   7.9   4   4   4.9e-97   1.3e-94  314.9   0.1   626   794   941  1110   933  1110 0.98 -
7772:9-2519          -            837 3246at4891           -            794  6.2e-172  570.6   3.3   1   3  2.9e-103  7.7e-101  335.5   1.1     5   387     4   385     1   390 0.90 -
7772:9-2519          -            837 3246at4891           -            794  6.2e-172  570.6   3.3   2   3   2.3e-44     6e-42  140.7   0.0   425   619   391   601   385   607 0.82 -
7772:9-2519          -            837 3246at4891           -            794  6.2e-172  570.6   3.3   3   3   1.3e-29   3.4e-27   91.9   0.0   591   740   631   806   623   815 0.82 -
9708:8944-11955      -           1004 3246at4891           -            794   6.9e-65  216.6   5.4   1   5   1.7e-27   4.7e-25   84.8   0.5     7   179   120   296   114   303 0.86 -
9708:8944-11955      -           1004 3246at4891           -            794   6.9e-65  216.6   5.4   2   5   3.9e-11     1e-08   30.8   0.1   208   333   301   432   297   445 0.75 -
9708:8944-11955      -           1004 3246at4891           -            794   6.9e-65  216.6   5.4   3   5     0.014       3.9    2.4   0.0   427   450   481   504   471   517 0.83 -
9708:8944-11955      -           1004 3246at4891           -            794   6.9e-65  216.6   5.4   4   5   1.3e-16   3.4e-14   48.9   0.0   451   580   532   679   527   705 0.85 -
9708:8944-11955      -           1004 3246at4891           -            794   6.9e-65  216.6   5.4   5   5   3.6e-16   9.7e-14   47.4   0.0   589   730   771   930   764   977 0.78 -
9350:7151-9382       -            744 3246at4891           -            794   1.6e-43  146.0   0.1   1   3     4e-28   1.1e-25   87.0   0.1    15   153    51   190    37   202 0.86 -
9350:7151-9382       -            744 3246at4891           -            794   1.6e-43  146.0   0.1   2   3   2.6e-15   6.9e-13   44.6   0.0   424   584   371   537   317   549 0.79 -
9350:7151-9382       -            744 3246at4891           -            794   1.6e-43  146.0   0.1   3   3   5.1e-05     0.014   10.5   0.0   610   732   590   722   583   728 0.79 -
9724:26646-28994     -            783 3246at4891           -            794   9.8e-35  116.8   7.8   1   5   2.5e-28   6.8e-26   87.6   0.1    15   212     6   197     2   237 0.80 -
9724:26646-28994     -            783 3246at4891           -            794   9.8e-35  116.8   7.8   2   5      0.71   1.9e+02   -3.2   0.0   336   353   281   298   246   314 0.83 -
9724:26646-28994     -            783 3246at4891           -            794   9.8e-35  116.8   7.8   3   5      0.18        47   -1.2   0.0   428   443   343   358   341   401 0.81 -
9724:26646-28994     -            783 3246at4891           -            794   9.8e-35  116.8   7.8   4   5   1.3e-10   3.6e-08   29.0   0.0   492   588   432   528   422   531 0.87 -
