#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
9368:11413-14397     -            995 2385at4891           -            688         0 1043.0  11.6   1   4   2.1e-11   2.6e-09   33.3   0.2     1    88    40   166    40   193 0.72 -
9368:11413-14397     -            995 2385at4891           -            688         0 1043.0  11.6   2   4    0.0002     0.024   10.3   0.1    69   111   227   278   221   291 0.71 -
9368:11413-14397     -            995 2385at4891           -            688         0 1043.0  11.6   3   4  2.2e-190  2.7e-188  624.9   4.0    86   470   278   704   273   715 0.89 -
9368:11413-14397     -            995 2385at4891           -            688         0 1043.0  11.6   4   4    3e-114  3.6e-112  373.3   0.0   462   688   752   992   740   992 0.93 -
9452:13582-16065     -            828 2385at4891           -            688   2.7e-07   26.7   0.1   1   2   2.9e-06   0.00035   16.4   0.0   265   297   240   272   205   288 0.69 -
9452:13582-16065     -            828 2385at4891           -            688   2.7e-07   26.7   0.1   2   2     0.001      0.12    7.9   0.0   267   294   570   597   560   638 0.84 -
8672:233-1792        -            520 2385at4891           -            688   1.1e-06   24.7   0.1   1   1   1.3e-08   1.6e-06   24.1   0.1   226   345    63   180    53   184 0.79 -
8622:4584-5795       -            404 2385at4891           -            688   8.1e-06   21.8   0.0   1   1   1.2e-07   1.4e-05   21.0   0.0   262   345   179   254   151   258 0.76 -
9700:3872-6376       -            835 2385at4891           -            688   9.9e-06   21.5   0.0   1   2    0.0019      0.24    7.0   0.0   267   292   251   276   242   323 0.68 -
9700:3872-6376       -            835 2385at4891           -            688   9.9e-06   21.5   0.0   2   2   5.9e-05    0.0072   12.0   0.0   264   294   521   551   478   558 0.81 -
9460:15656-16984     -            443 2385at4891           -            688   2.1e-05   20.4   0.0   1   1   3.7e-07   4.5e-05   19.3   0.0   238   346     5   111     2   115 0.78 -
9530:9826-10800      -            325 2385at4891           -            688   5.1e-05   19.1   0.0   1   1   6.8e-07   8.2e-05   18.4   0.0   267   300    79   112    37   152 0.78 -
9660:17138-18448     -            437 2385at4891           -            688   6.9e-05   18.7   0.0   1   1   9.9e-07   0.00012   17.9   0.0   266   345   217   288   209   349 0.87 -
