#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
9286:260-4795        -           1512 1625at4891           -            746         0 1235.4  57.2   1   7   8.4e-31   1.2e-28   97.0   8.5    28   136   347   467   326   473 0.82 -
9286:260-4795        -           1512 1625at4891           -            746         0 1235.4  57.2   2   7  3.1e-218  4.6e-216  716.7   7.3   139   538   675  1094   653  1105 0.86 -
9286:260-4795        -           1512 1625at4891           -            746         0 1235.4  57.2   3   7    0.0019      0.28    6.6   0.0   472   500  1116  1144  1103  1167 0.82 -
9286:260-4795        -           1512 1625at4891           -            746         0 1235.4  57.2   4   7    0.0023      0.35    6.3   0.0   491   519  1165  1193  1145  1210 0.81 -
9286:260-4795        -           1512 1625at4891           -            746         0 1235.4  57.2   5   7  8.3e-123  1.2e-120  401.2   3.9   513   700  1215  1405  1201  1411 0.96 -
9286:260-4795        -           1512 1625at4891           -            746         0 1235.4  57.2   6   7     3e-05    0.0044   12.5   3.1   699   729  1441  1472  1426  1475 0.83 -
9286:260-4795        -           1512 1625at4891           -            746         0 1235.4  57.2   7   7   4.6e-07   6.9e-05   18.5   2.2   707   746  1472  1511  1468  1511 0.88 -
9218:4287-6836       -            850 1625at4891           -            746  3.6e-163  541.9   9.2   1   2  4.6e-110  6.8e-108  359.1   4.6   114   486    65   459    12   476 0.81 -
9218:4287-6836       -            850 1625at4891           -            746  3.6e-163  541.9   9.2   2   2   1.9e-57   2.8e-55  185.1   0.1   528   687   687   849   677   850 0.93 -
8266:1277-2740       -            488 1625at4891           -            746  1.2e-143  477.3   9.4   1   2     1e-94   1.5e-92  308.3   2.3   151   448     3   311     1   321 0.89 -
8266:1277-2740       -            488 1625at4891           -            746  1.2e-143  477.3   9.4   2   2   5.9e-54   8.7e-52  173.6   0.7   540   693   330   487   320   488 0.92 -
9524:2031-3488       -            486 1625at4891           -            746  1.5e-141  470.3  11.8   1   2   3.3e-94   4.9e-92  306.7   4.5   151   448     3   310     1   317 0.90 -
9524:2031-3488       -            486 1625at4891           -            746  1.5e-141  470.3  11.8   2   2   2.1e-52   3.1e-50  168.5   0.7   545   692   337   485   328   486 0.94 -
8522:2428-3828       -            467 1625at4891           -            746  1.3e-138  460.6  10.7   1   2     2e-89     3e-87  290.8   3.4   155   448     6   296     1   300 0.93 -
8522:2428-3828       -            467 1625at4891           -            746  1.3e-138  460.6  10.7   2   2     3e-54   4.5e-52  174.5   0.7   536   690   309   467   302   467 0.91 -
9478:9393-10808      -            472 1625at4891           -            746    7e-137  454.9   6.9   1   2   3.8e-86   5.6e-84  280.0   0.6   151   448     1   295     1   299 0.94 -
9478:9393-10808      -            472 1625at4891           -            746    7e-137  454.9   6.9   2   2     2e-55     3e-53  178.4   1.0   536   690   308   466   302   470 0.94 -
8598:1664-6067       -           1468 1625at4891           -            746  4.5e-118  392.7   5.9   1   2   1.4e-76   2.1e-74  248.3   1.1   147   448   365   666   291   676 0.91 -
8598:1664-6067       -           1468 1625at4891           -            746  4.5e-118  392.7   5.9   2   2   8.5e-49   1.3e-46  156.5   0.2   542   700   695   857   688   891 0.90 -
9388:8422-11754      -           1111 1625at4891           -            746  6.7e-110  365.7  20.5   1   3         2   2.9e+02   -3.4   0.1    34   100   290   356   277   365 0.71 -
9388:8422-11754      -           1111 1625at4891           -            746  6.7e-110  365.7  20.5   2   3   1.4e-70   2.1e-68  228.5   3.4   156   447   558   869   543   892 0.83 -
9388:8422-11754      -           1111 1625at4891           -            746  6.7e-110  365.7  20.5   3   3   1.6e-45   2.3e-43  145.7   5.3   540   707   935  1105   898  1109 0.87 -
9608:672-6272        -           1867 1625at4891           -            746  1.8e-103  344.5  14.4   1   3       3.5   5.2e+02   -4.2   1.5    54    95   173   215   148   287 0.48 -
